respondent_id,response_type,item
193,should_work_more,Accessibility for people with disabilities
208,should_work_more,Locally produced food & drink
208,should_work_more,Wide range of vegetarian food
208,should_work_more,Reducing the climate impact of the hotel in general
208,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
211,should_work_more,None of the above
227,should_work_more,Locally produced food & drink
231,should_work_more,Reducing energy use in hotels
231,should_work_more,Reducing the climate impact of the hotel in general
231,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
236,should_work_more,Engaging with the local community about sustainability matters
236,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
238,should_work_more,None of the above
240,should_work_more,None of the above
241,should_work_more,Reducing the amount of laundry and/or room cleaning
241,should_work_more,Accessibility for people with disabilities
247,should_work_more,Making climate-smart travel easy through offerings and information
247,should_work_more,Charging stations for electric cars
251,should_work_more,Reducing food waste
251,should_work_more,Reducing energy use in hotels
251,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
255,should_work_more,Locally produced food & drink
255,should_work_more,Accessibility for people with disabilities
255,should_work_more,Practices gender equality towards guests and employees
256,should_work_more,None of the above
258,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
266,should_work_more,Wide range of organic food & drink
266,should_work_more,Wide range of vegetarian food
266,should_work_more,Animal welfare within food & beverage
268,should_work_more,Reducing energy use in hotels
268,should_work_more,Working conditions and employee health
268,should_work_more,Reducing the climate impact of the hotel in general
270,should_work_more,Wide range of organic food & drink
270,should_work_more,Wide range of vegetarian food
271,should_work_more,Wide range of organic food & drink
271,should_work_more,Reducing food waste
271,should_work_more,Reducing the climate impact of the hotel in general
271,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
271,should_work_more,Charging stations for electric cars
279,should_work_more,Reducing the climate impact of the hotel in general
281,should_work_more,Wide range of organic food & drink
281,should_work_more,Animal welfare within food & beverage
281,should_work_more,Reducing food waste
281,should_work_more,Reducing energy use in hotels
281,should_work_more,Reducing the amount of laundry and/or room cleaning
281,should_work_more,Reducing water use in operations
281,should_work_more,Working conditions and employee health
281,should_work_more,Working conditions in the supply chain
281,should_work_more,Accessibility for people with disabilities
281,should_work_more,Practices gender equality towards guests and employees
281,should_work_more,Reducing the climate impact of the hotel in general
281,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
282,should_work_more,Working conditions and employee health
282,should_work_more,Engaging with the local community about sustainability matters
282,should_work_more,Reducing the climate impact of the hotel in general
283,should_work_more,Biodiversity impacts with respect to land use and the supply chain
283,should_work_more,Reducing energy use in hotels
283,should_work_more,Reducing water use in operations
283,should_work_more,Working conditions in the supply chain
283,should_work_more,Engaging with the local community about sustainability matters
283,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
286,should_work_more,Locally produced food & drink
286,should_work_more,Animal welfare within food & beverage
286,should_work_more,Accessibility for people with disabilities
287,should_work_more,Locally produced food & drink
289,should_work_more,Wide range of vegetarian food
289,should_work_more,Working conditions in the supply chain
289,should_work_more,Reducing the climate impact of the hotel in general
290,should_work_more,Locally produced food & drink
290,should_work_more,Practices gender equality towards guests and employees
292,should_work_more,Locally produced food & drink
292,should_work_more,Animal welfare within food & beverage
295,should_work_more,Locally produced food & drink
295,should_work_more,Wide range of vegetarian food
295,should_work_more,Reducing water use in operations
295,should_work_more,Working conditions and employee health
295,should_work_more,Working conditions in the supply chain
295,should_work_more,Engaging with the local community about sustainability matters
300,should_work_more,None of the above
306,should_work_more,Animal welfare within food & beverage
306,should_work_more,Biodiversity impacts with respect to land use and the supply chain
306,should_work_more,Working conditions and employee health
306,should_work_more,Working conditions in the supply chain
306,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
311,should_work_more,Reducing the climate impact of the hotel in general
314,should_work_more,Locally produced food & drink
314,should_work_more,Wide range of vegetarian food
323,should_work_more,Wide range of organic food & drink
323,should_work_more,Locally produced food & drink
323,should_work_more,Wide range of vegetarian food
323,should_work_more,Animal welfare within food & beverage
323,should_work_more,Biodiversity impacts with respect to land use and the supply chain
323,should_work_more,Reducing food waste
323,should_work_more,Reducing energy use in hotels
323,should_work_more,Reducing the amount of laundry and/or room cleaning
323,should_work_more,Reducing water use in operations
323,should_work_more,Working conditions and employee health
323,should_work_more,Working conditions in the supply chain
323,should_work_more,Accessibility for people with disabilities
323,should_work_more,Engaging with the local community about sustainability matters
323,should_work_more,Diversity and inclusion towards guests and employees
323,should_work_more,Practices gender equality towards guests and employees
323,should_work_more,Reducing the climate impact of the hotel in general
323,should_work_more,Making climate-smart travel easy through offerings and information
323,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
323,should_work_more,Eco-labelled hotels (e.g. Nordic Ecolabelling)
329,should_work_more,None of the above
330,should_work_more,Wide range of organic food & drink
330,should_work_more,Reducing energy use in hotels
330,should_work_more,Making climate-smart travel easy through offerings and information
336,should_work_more,Locally produced food & drink
337,should_work_more,Wide range of vegetarian food
337,should_work_more,Animal welfare within food & beverage
337,should_work_more,Engaging with the local community about sustainability matters
337,should_work_more,Diversity and inclusion towards guests and employees
337,should_work_more,Practices gender equality towards guests and employees
346,should_work_more,None of the above
348,should_work_more,Working conditions and employee health
348,should_work_more,Engaging with the local community about sustainability matters
348,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
350,should_work_more,Locally produced food & drink
350,should_work_more,Biodiversity impacts with respect to land use and the supply chain
350,should_work_more,Reducing food waste
350,should_work_more,Reducing energy use in hotels
350,should_work_more,Reducing the amount of laundry and/or room cleaning
350,should_work_more,Reducing water use in operations
350,should_work_more,Working conditions and employee health
350,should_work_more,Working conditions in the supply chain
350,should_work_more,Accessibility for people with disabilities
350,should_work_more,Reducing the climate impact of the hotel in general
350,should_work_more,Eco-labelled hotels (e.g. Nordic Ecolabelling)
350,should_work_more,Charging stations for electric cars
352,should_work_more,Wide range of vegetarian food
352,should_work_more,Reducing water use in operations
352,should_work_more,Engaging with the local community about sustainability matters
353,should_work_more,Wide range of organic food & drink
353,should_work_more,Biodiversity impacts with respect to land use and the supply chain
353,should_work_more,Reducing the amount of laundry and/or room cleaning
353,should_work_more,Reducing the climate impact of the hotel in general
362,should_work_more,Locally produced food & drink
362,should_work_more,Animal welfare within food & beverage
362,should_work_more,Reducing food waste
362,should_work_more,Working conditions and employee health
365,should_work_more,Wide range of vegetarian food
365,should_work_more,Animal welfare within food & beverage
365,should_work_more,Reducing food waste
365,should_work_more,Reducing energy use in hotels
369,should_work_more,None of the above
371,should_work_more,Locally produced food & drink
377,should_work_more,None of the above
381,should_work_more,Locally produced food & drink
381,should_work_more,Reducing energy use in hotels
381,should_work_more,Reducing water use in operations
381,should_work_more,Reducing the climate impact of the hotel in general
384,should_work_more,Engaging with the local community about sustainability matters
384,should_work_more,Diversity and inclusion towards guests and employees
384,should_work_more,Practices gender equality towards guests and employees
384,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
390,should_work_more,Wide range of organic food & drink
395,should_work_more,Locally produced food & drink
397,should_work_more,Locally produced food & drink
397,should_work_more,Reducing water use in operations
397,should_work_more,Working conditions and employee health
397,should_work_more,Working conditions in the supply chain
397,should_work_more,Accessibility for people with disabilities
397,should_work_more,Practices gender equality towards guests and employees
397,should_work_more,Reducing the climate impact of the hotel in general
399,should_work_more,Locally produced food & drink
399,should_work_more,Reducing food waste
400,should_work_more,Biodiversity impacts with respect to land use and the supply chain
401,should_work_more,None of the above
404,should_work_more,Wide range of organic food & drink
404,should_work_more,Locally produced food & drink
404,should_work_more,Wide range of vegetarian food
404,should_work_more,Animal welfare within food & beverage
404,should_work_more,Biodiversity impacts with respect to land use and the supply chain
404,should_work_more,Reducing food waste
404,should_work_more,Reducing energy use in hotels
404,should_work_more,Reducing the amount of laundry and/or room cleaning
404,should_work_more,Reducing water use in operations
404,should_work_more,Working conditions and employee health
404,should_work_more,Working conditions in the supply chain
404,should_work_more,Accessibility for people with disabilities
404,should_work_more,Engaging with the local community about sustainability matters
404,should_work_more,Diversity and inclusion towards guests and employees
404,should_work_more,Practices gender equality towards guests and employees
404,should_work_more,Reducing the climate impact of the hotel in general
404,should_work_more,Making climate-smart travel easy through offerings and information
404,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
404,should_work_more,Eco-labelled hotels (e.g. Nordic Ecolabelling)
404,should_work_more,Charging stations for electric cars
405,should_work_more,None of the above
413,should_work_more,None of the above
414,should_work_more,Wide range of organic food & drink
414,should_work_more,Locally produced food & drink
414,should_work_more,Animal welfare within food & beverage
414,should_work_more,Reducing food waste
414,should_work_more,Reducing energy use in hotels
414,should_work_more,Reducing water use in operations
414,should_work_more,Working conditions and employee health
414,should_work_more,Working conditions in the supply chain
414,should_work_more,Reducing the climate impact of the hotel in general
414,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
414,should_work_more,Charging stations for electric cars
427,should_work_more,Reducing the climate impact of the hotel in general
429,should_work_more,Animal welfare within food & beverage
430,should_work_more,Working conditions and employee health
430,should_work_more,Reducing the climate impact of the hotel in general
430,should_work_more,Eco-labelled hotels (e.g. Nordic Ecolabelling)
431,should_work_more,Locally produced food & drink
431,should_work_more,Working conditions in the supply chain
438,should_work_more,Locally produced food & drink
440,should_work_more,None of the above
446,should_work_more,Working conditions in the supply chain
448,should_work_more,Locally produced food & drink
448,should_work_more,Reducing food waste
451,should_work_more,Wide range of organic food & drink
451,should_work_more,Locally produced food & drink
451,should_work_more,Reducing the amount of laundry and/or room cleaning
451,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
455,should_work_more,Wide range of organic food & drink
455,should_work_more,Locally produced food & drink
455,should_work_more,Reducing food waste
455,should_work_more,Engaging with the local community about sustainability matters
455,should_work_more,Making climate-smart travel easy through offerings and information
455,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
457,should_work_more,Reducing energy use in hotels
457,should_work_more,Reducing the climate impact of the hotel in general
461,should_work_more,Reducing energy use in hotels
461,should_work_more,Reducing the amount of laundry and/or room cleaning
461,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
462,should_work_more,Reducing food waste
462,should_work_more,Reducing energy use in hotels
462,should_work_more,Reducing water use in operations
467,should_work_more,Reducing energy use in hotels
467,should_work_more,Reducing the climate impact of the hotel in general
473,should_work_more,Reducing the climate impact of the hotel in general
473,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
475,should_work_more,None of the above
477,should_work_more,Reducing the amount of laundry and/or room cleaning
477,should_work_more,Reducing the climate impact of the hotel in general
477,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
479,should_work_more,Diversity and inclusion towards guests and employees
482,should_work_more,Reducing food waste
482,should_work_more,Reducing energy use in hotels
482,should_work_more,Working conditions in the supply chain
482,should_work_more,Reducing the climate impact of the hotel in general
482,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
483,should_work_more,Making climate-smart travel easy through offerings and information
483,should_work_more,Eco-labelled hotels (e.g. Nordic Ecolabelling)
483,should_work_more,Charging stations for electric cars
484,should_work_more,Biodiversity impacts with respect to land use and the supply chain
484,should_work_more,Reducing energy use in hotels
489,should_work_more,Locally produced food & drink
489,should_work_more,Reducing the climate impact of the hotel in general
495,should_work_more,Biodiversity impacts with respect to land use and the supply chain
495,should_work_more,Working conditions and employee health
495,should_work_more,Working conditions in the supply chain
495,should_work_more,Accessibility for people with disabilities
495,should_work_more,Engaging with the local community about sustainability matters
495,should_work_more,Diversity and inclusion towards guests and employees
495,should_work_more,Practices gender equality towards guests and employees
495,should_work_more,Reducing the climate impact of the hotel in general
496,should_work_more,Wide range of vegetarian food
496,should_work_more,Reducing food waste
496,should_work_more,Reducing the amount of laundry and/or room cleaning
497,should_work_more,Wide range of organic food & drink
497,should_work_more,Locally produced food & drink
497,should_work_more,Animal welfare within food & beverage
497,should_work_more,Reducing energy use in hotels
497,should_work_more,Reducing water use in operations
497,should_work_more,Working conditions and employee health
505,should_work_more,Reducing energy use in hotels
505,should_work_more,Working conditions and employee health
505,should_work_more,Working conditions in the supply chain
505,should_work_more,Accessibility for people with disabilities
505,should_work_more,Engaging with the local community about sustainability matters
505,should_work_more,Diversity and inclusion towards guests and employees
505,should_work_more,Practices gender equality towards guests and employees
509,should_work_more,Reducing water use in operations
510,should_work_more,None of the above
511,should_work_more,Reducing food waste
511,should_work_more,Working conditions and employee health
511,should_work_more,Accessibility for people with disabilities
511,should_work_more,Reducing the climate impact of the hotel in general
514,should_work_more,Reducing food waste
514,should_work_more,Reducing the amount of laundry and/or room cleaning
514,should_work_more,Reducing water use in operations
514,should_work_more,Making climate-smart travel easy through offerings and information
514,should_work_more,Charging stations for electric cars
515,should_work_more,Locally produced food & drink
515,should_work_more,Animal welfare within food & beverage
515,should_work_more,Biodiversity impacts with respect to land use and the supply chain
515,should_work_more,Reducing food waste
515,should_work_more,Reducing energy use in hotels
515,should_work_more,Reducing water use in operations
515,should_work_more,Working conditions and employee health
515,should_work_more,Working conditions in the supply chain
516,should_work_more,Animal welfare within food & beverage
516,should_work_more,Reducing food waste
516,should_work_more,Working conditions and employee health
516,should_work_more,Practices gender equality towards guests and employees
522,should_work_more,None of the above
530,should_work_more,Locally produced food & drink
530,should_work_more,Reducing the climate impact of the hotel in general
530,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
536,should_work_more,Locally produced food & drink
536,should_work_more,Wide range of vegetarian food
536,should_work_more,Animal welfare within food & beverage
536,should_work_more,Reducing the amount of laundry and/or room cleaning
536,should_work_more,Accessibility for people with disabilities
536,should_work_more,Engaging with the local community about sustainability matters
536,should_work_more,Diversity and inclusion towards guests and employees
536,should_work_more,Practices gender equality towards guests and employees
536,should_work_more,Reducing the climate impact of the hotel in general
536,should_work_more,Charging stations for electric cars
537,should_work_more,Reducing the climate impact of the hotel in general
539,should_work_more,Working conditions and employee health
540,should_work_more,None of the above
542,should_work_more,Making climate-smart travel easy through offerings and information
547,should_work_more,Wide range of organic food & drink
547,should_work_more,Working conditions and employee health
547,should_work_more,Accessibility for people with disabilities
547,should_work_more,Engaging with the local community about sustainability matters
547,should_work_more,Diversity and inclusion towards guests and employees
547,should_work_more,Reducing the climate impact of the hotel in general
547,should_work_more,Eco-labelled hotels (e.g. Nordic Ecolabelling)
550,should_work_more,Working conditions and employee health
550,should_work_more,Practices gender equality towards guests and employees
551,should_work_more,Wide range of vegetarian food
552,should_work_more,Working conditions and employee health
552,should_work_more,Accessibility for people with disabilities
552,should_work_more,Engaging with the local community about sustainability matters
552,should_work_more,Reducing the climate impact of the hotel in general
556,should_work_more,Working conditions and employee health
556,should_work_more,Working conditions in the supply chain
556,should_work_more,Accessibility for people with disabilities
556,should_work_more,Diversity and inclusion towards guests and employees
556,should_work_more,Practices gender equality towards guests and employees
561,should_work_more,Wide range of organic food & drink
561,should_work_more,Locally produced food & drink
561,should_work_more,Reducing the climate impact of the hotel in general
561,should_work_more,Eco-labelled hotels (e.g. Nordic Ecolabelling)
561,should_work_more,Charging stations for electric cars
563,should_work_more,Locally produced food & drink
563,should_work_more,Reducing energy use in hotels
563,should_work_more,Reducing the climate impact of the hotel in general
563,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
564,should_work_more,None of the above
565,should_work_more,None of the above
567,should_work_more,Reducing food waste
567,should_work_more,Reducing the amount of laundry and/or room cleaning
567,should_work_more,Reducing the climate impact of the hotel in general
570,should_work_more,Locally produced food & drink
570,should_work_more,Working conditions and employee health
570,should_work_more,Accessibility for people with disabilities
570,should_work_more,Diversity and inclusion towards guests and employees
570,should_work_more,Practices gender equality towards guests and employees
570,should_work_more,Reducing the climate impact of the hotel in general
572,should_work_more,Wide range of organic food & drink
572,should_work_more,Reducing the climate impact of the hotel in general
572,should_work_more,Making climate-smart travel easy through offerings and information
572,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
573,should_work_more,Wide range of organic food & drink
573,should_work_more,Locally produced food & drink
573,should_work_more,Animal welfare within food & beverage
573,should_work_more,Reducing the climate impact of the hotel in general
573,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
585,should_work_more,Locally produced food & drink
588,should_work_more,Reducing food waste
593,should_work_more,Charging stations for electric cars
594,should_work_more,Biodiversity impacts with respect to land use and the supply chain
594,should_work_more,Working conditions and employee health
594,should_work_more,Working conditions in the supply chain
594,should_work_more,Reducing the climate impact of the hotel in general
600,should_work_more,Reducing food waste
600,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
601,should_work_more,None of the above
606,should_work_more,Engaging with the local community about sustainability matters
608,should_work_more,Reducing energy use in hotels
608,should_work_more,Accessibility for people with disabilities
608,should_work_more,Charging stations for electric cars
616,should_work_more,Reducing food waste
617,should_work_more,Working conditions and employee health
618,should_work_more,None of the above
620,should_work_more,Wide range of organic food & drink
620,should_work_more,Reducing the amount of laundry and/or room cleaning
620,should_work_more,Practices gender equality towards guests and employees
620,should_work_more,Reducing the climate impact of the hotel in general
622,should_work_more,Wide range of vegetarian food
622,should_work_more,Charging stations for electric cars
624,should_work_more,Locally produced food & drink
624,should_work_more,Making climate-smart travel easy through offerings and information
626,should_work_more,Wide range of organic food & drink
626,should_work_more,Locally produced food & drink
626,should_work_more,Animal welfare within food & beverage
626,should_work_more,Biodiversity impacts with respect to land use and the supply chain
626,should_work_more,Working conditions and employee health
626,should_work_more,Working conditions in the supply chain
626,should_work_more,Engaging with the local community about sustainability matters
626,should_work_more,Reducing the climate impact of the hotel in general
632,should_work_more,None of the above
638,should_work_more,None of the above
643,should_work_more,Working conditions and employee health
643,should_work_more,Reducing the climate impact of the hotel in general
648,should_work_more,Reducing food waste
648,should_work_more,Reducing the amount of laundry and/or room cleaning
648,should_work_more,Accessibility for people with disabilities
648,should_work_more,Avoid single-use plastic and minimizing use of plastic packaging
