respondent_id,concept,familiarity
633,Climate neutral,4. I know the meaning of the concept quite well
634,Climate neutral,4. I know the meaning of the concept quite well
636,Climate neutral,2. I have heard of the concept but no more
641,Climate neutral,4. I know the meaning of the concept quite well
642,Climate neutral,4. I know the meaning of the concept quite well
647,Climate neutral,2. I have heard of the concept but no more
650,Climate neutral,5. I have very good knowledge of the concept
2,Circular economy,3. I know the meaning of the concept a little bit
9,Circular economy,4. I know the meaning of the concept quite well
50,Circular economy,3. I know the meaning of the concept a little bit
59,Circular economy,1. I have never heard of the term at all
62,Circular economy,3. I know the meaning of the concept a little bit
65,Circular economy,3. I know the meaning of the concept a little bit
71,Circular economy,4. I know the meaning of the concept quite well
76,Circular economy,3. I know the meaning of the concept a little bit
102,Circular economy,5. I have very good knowledge of the concept
105,Circular economy,2. I have heard of the concept but no more
139,Circular economy,4. I know the meaning of the concept quite well
229,Circular economy,2. I have heard of the concept but no more
235,Circular economy,2. I have heard of the concept but no more
244,Circular economy,4. I know the meaning of the concept quite well
259,Circular economy,3. I know the meaning of the concept a little bit
263,Circular economy,3. I know the meaning of the concept a little bit
267,Circular economy,5. I have very good knowledge of the concept
269,Circular economy,3. I know the meaning of the concept a little bit
276,Circular economy,4. I know the meaning of the concept quite well
291,Circular economy,3. I know the meaning of the concept a little bit
294,Circular economy,4. I know the meaning of the concept quite well
301,Circular economy,5. I have very good knowledge of the concept
317,Circular economy,2. I have heard of the concept but no more
318,Circular economy,1. I have never heard of the term at all
321,Circular economy,2. I have heard of the concept but no more
324,Circular economy,2. I have heard of the concept but no more
325,Circular economy,3. I know the meaning of the concept a little bit
326,Circular economy,4. I know the meaning of the concept quite well
328,Circular economy,1. I have never heard of the term at all
331,Circular economy,3. I know the meaning of the concept a little bit
332,Circular economy,2. I have heard of the concept but no more
333,Circular economy,2. I have heard of the concept but no more
335,Circular economy,2. I have heard of the concept but no more
344,Circular economy,4. I know the meaning of the concept quite well
345,Circular economy,4. I know the meaning of the concept quite well
349,Circular economy,5. I have very good knowledge of the concept
351,Circular economy,3. I know the meaning of the concept a little bit
361,Circular economy,2. I have heard of the concept but no more
370,Circular economy,1. I have never heard of the term at all
374,Circular economy,4. I know the meaning of the concept quite well
385,Circular economy,4. I know the meaning of the concept quite well
386,Circular economy,2. I have heard of the concept but no more
389,Circular economy,3. I know the meaning of the concept a little bit
394,Circular economy,5. I have very good knowledge of the concept
398,Circular economy,4. I know the meaning of the concept quite well
410,Circular economy,3. I know the meaning of the concept a little bit
411,Circular economy,3. I know the meaning of the concept a little bit
415,Circular economy,4. I know the meaning of the concept quite well
419,Circular economy,4. I know the meaning of the concept quite well
423,Circular economy,2. I have heard of the concept but no more
424,Circular economy,2. I have heard of the concept but no more
433,Circular economy,4. I know the meaning of the concept quite well
434,Circular economy,3. I know the meaning of the concept a little bit
439,Circular economy,2. I have heard of the concept but no more
443,Circular economy,3. I know the meaning of the concept a little bit
449,Circular economy,4. I know the meaning of the concept quite well
452,Circular economy,1. I have never heard of the term at all
456,Circular economy,1. I have never heard of the term at all
458,Circular economy,4. I know the meaning of the concept quite well
460,Circular economy,4. I know the meaning of the concept quite well
463,Circular economy,2. I have heard of the concept but no more
476,Circular economy,4. I know the meaning of the concept quite well
480,Circular economy,1. I have never heard of the term at all
487,Circular economy,4. I know the meaning of the concept quite well
488,Circular economy,1. I have never heard of the term at all
492,Circular economy,3. I know the meaning of the concept a little bit
494,Circular economy,1. I have never heard of the term at all
500,Circular economy,4. I know the meaning of the concept quite well
504,Circular economy,2. I have heard of the concept but no more
507,Circular economy,2. I have heard of the concept but no more
513,Circular economy,1. I have never heard of the term at all
517,Circular economy,5. I have very good knowledge of the concept
518,Circular economy,1. I have never heard of the term at all
526,Circular economy,3. I know the meaning of the concept a little bit
531,Circular economy,1. I have never heard of the term at all
532,Circular economy,4. I know the meaning of the concept quite well
535,Circular economy,3. I know the meaning of the concept a little bit
541,Circular economy,3. I know the meaning of the concept a little bit
553,Circular economy,1. I have never heard of the term at all
555,Circular economy,3. I know the meaning of the concept a little bit
557,Circular economy,3. I know the meaning of the concept a little bit
559,Circular economy,4. I know the meaning of the concept quite well
574,Circular economy,1. I have never heard of the term at all
578,Circular economy,3. I know the meaning of the concept a little bit
579,Circular economy,5. I have very good knowledge of the concept
581,Circular economy,1. I have never heard of the term at all
584,Circular economy,1. I have never heard of the term at all
590,Circular economy,2. I have heard of the concept but no more
596,Circular economy,2. I have heard of the concept but no more
597,Circular economy,1. I have never heard of the term at all
605,Circular economy,3. I know the meaning of the concept a little bit
607,Circular economy,3. I know the meaning of the concept a little bit
610,Circular economy,5. I have very good knowledge of the concept
612,Circular economy,2. I have heard of the concept but no more
619,Circular economy,3. I know the meaning of the concept a little bit
621,Circular economy,3. I know the meaning of the concept a little bit
623,Circular economy,1. I have never heard of the term at all
625,Circular economy,5. I have very good knowledge of the concept
627,Circular economy,5. I have very good knowledge of the concept
629,Circular economy,4. I know the meaning of the concept quite well
630,Circular economy,3. I know the meaning of the concept a little bit
631,Circular economy,3. I know the meaning of the concept a little bit
633,Circular economy,3. I know the meaning of the concept a little bit
634,Circular economy,2. I have heard of the concept but no more
636,Circular economy,3. I know the meaning of the concept a little bit
641,Circular economy,4. I know the meaning of the concept quite well
642,Circular economy,2. I have heard of the concept but no more
647,Circular economy,2. I have heard of the concept but no more
650,Circular economy,5. I have very good knowledge of the concept
2,Biological diversity,4. I know the meaning of the concept quite well
9,Biological diversity,4. I know the meaning of the concept quite well
50,Biological diversity,4. I know the meaning of the concept quite well
59,Biological diversity,4. I know the meaning of the concept quite well
62,Biological diversity,3. I know the meaning of the concept a little bit
65,Biological diversity,3. I know the meaning of the concept a little bit
71,Biological diversity,4. I know the meaning of the concept quite well
76,Biological diversity,4. I know the meaning of the concept quite well
102,Biological diversity,5. I have very good knowledge of the concept
105,Biological diversity,4. I know the meaning of the concept quite well
139,Biological diversity,4. I know the meaning of the concept quite well
229,Biological diversity,2. I have heard of the concept but no more
235,Biological diversity,4. I know the meaning of the concept quite well
244,Biological diversity,4. I know the meaning of the concept quite well
259,Biological diversity,4. I know the meaning of the concept quite well
263,Biological diversity,3. I know the meaning of the concept a little bit
267,Biological diversity,5. I have very good knowledge of the concept
269,Biological diversity,4. I know the meaning of the concept quite well
276,Biological diversity,4. I know the meaning of the concept quite well
291,Biological diversity,4. I know the meaning of the concept quite well
294,Biological diversity,5. I have very good knowledge of the concept
301,Biological diversity,5. I have very good knowledge of the concept
317,Biological diversity,3. I know the meaning of the concept a little bit
318,Biological diversity,4. I know the meaning of the concept quite well
321,Biological diversity,5. I have very good knowledge of the concept
324,Biological diversity,5. I have very good knowledge of the concept
325,Biological diversity,4. I know the meaning of the concept quite well
326,Biological diversity,4. I know the meaning of the concept quite well
328,Biological diversity,3. I know the meaning of the concept a little bit
331,Biological diversity,4. I know the meaning of the concept quite well
332,Biological diversity,2. I have heard of the concept but no more
333,Biological diversity,4. I know the meaning of the concept quite well
335,Biological diversity,4. I know the meaning of the concept quite well
344,Biological diversity,4. I know the meaning of the concept quite well
345,Biological diversity,3. I know the meaning of the concept a little bit
349,Biological diversity,5. I have very good knowledge of the concept
351,Biological diversity,3. I know the meaning of the concept a little bit
361,Biological diversity,4. I know the meaning of the concept quite well
370,Biological diversity,2. I have heard of the concept but no more
374,Biological diversity,4. I know the meaning of the concept quite well
385,Biological diversity,4. I know the meaning of the concept quite well
386,Biological diversity,3. I know the meaning of the concept a little bit
389,Biological diversity,3. I know the meaning of the concept a little bit
394,Biological diversity,5. I have very good knowledge of the concept
398,Biological diversity,4. I know the meaning of the concept quite well
410,Biological diversity,5. I have very good knowledge of the concept
411,Biological diversity,3. I know the meaning of the concept a little bit
415,Biological diversity,5. I have very good knowledge of the concept
419,Biological diversity,4. I know the meaning of the concept quite well
423,Biological diversity,4. I know the meaning of the concept quite well
424,Biological diversity,3. I know the meaning of the concept a little bit
433,Biological diversity,4. I know the meaning of the concept quite well
434,Biological diversity,4. I know the meaning of the concept quite well
439,Biological diversity,3. I know the meaning of the concept a little bit
443,Biological diversity,3. I know the meaning of the concept a little bit
449,Biological diversity,4. I know the meaning of the concept quite well
452,Biological diversity,3. I know the meaning of the concept a little bit
456,Biological diversity,2. I have heard of the concept but no more
458,Biological diversity,3. I know the meaning of the concept a little bit
460,Biological diversity,3. I know the meaning of the concept a little bit
463,Biological diversity,2. I have heard of the concept but no more
476,Biological diversity,4. I know the meaning of the concept quite well
480,Biological diversity,3. I know the meaning of the concept a little bit
487,Biological diversity,5. I have very good knowledge of the concept
488,Biological diversity,4. I know the meaning of the concept quite well
492,Biological diversity,2. I have heard of the concept but no more
494,Biological diversity,5. I have very good knowledge of the concept
500,Biological diversity,4. I know the meaning of the concept quite well
504,Biological diversity,3. I know the meaning of the concept a little bit
507,Biological diversity,3. I know the meaning of the concept a little bit
513,Biological diversity,3. I know the meaning of the concept a little bit
517,Biological diversity,4. I know the meaning of the concept quite well
518,Biological diversity,3. I know the meaning of the concept a little bit
526,Biological diversity,3. I know the meaning of the concept a little bit
531,Biological diversity,4. I know the meaning of the concept quite well
532,Biological diversity,5. I have very good knowledge of the concept
535,Biological diversity,3. I know the meaning of the concept a little bit
541,Biological diversity,4. I know the meaning of the concept quite well
553,Biological diversity,2. I have heard of the concept but no more
555,Biological diversity,4. I know the meaning of the concept quite well
557,Biological diversity,4. I know the meaning of the concept quite well
559,Biological diversity,4. I know the meaning of the concept quite well
574,Biological diversity,1. I have never heard of the term at all
578,Biological diversity,3. I know the meaning of the concept a little bit
579,Biological diversity,5. I have very good knowledge of the concept
581,Biological diversity,5. I have very good knowledge of the concept
584,Biological diversity,3. I know the meaning of the concept a little bit
590,Biological diversity,4. I know the meaning of the concept quite well
596,Biological diversity,4. I know the meaning of the concept quite well
597,Biological diversity,4. I know the meaning of the concept quite well
605,Biological diversity,3. I know the meaning of the concept a little bit
607,Biological diversity,3. I know the meaning of the concept a little bit
610,Biological diversity,5. I have very good knowledge of the concept
612,Biological diversity,4. I know the meaning of the concept quite well
619,Biological diversity,5. I have very good knowledge of the concept
621,Biological diversity,4. I know the meaning of the concept quite well
623,Biological diversity,2. I have heard of the concept but no more
625,Biological diversity,4. I know the meaning of the concept quite well
627,Biological diversity,5. I have very good knowledge of the concept
629,Biological diversity,4. I know the meaning of the concept quite well
630,Biological diversity,4. I know the meaning of the concept quite well
631,Biological diversity,3. I know the meaning of the concept a little bit
633,Biological diversity,4. I know the meaning of the concept quite well
634,Biological diversity,5. I have very good knowledge of the concept
636,Biological diversity,4. I know the meaning of the concept quite well
641,Biological diversity,4. I know the meaning of the concept quite well
642,Biological diversity,3. I know the meaning of the concept a little bit
647,Biological diversity,4. I know the meaning of the concept quite well
650,Biological diversity,4. I know the meaning of the concept quite well
2,EU Taxonomy,1. I have never heard of the term at all
9,EU Taxonomy,2. I have heard of the concept but no more
50,EU Taxonomy,1. I have never heard of the term at all
59,EU Taxonomy,1. I have never heard of the term at all
62,EU Taxonomy,2. I have heard of the concept but no more
65,EU Taxonomy,1. I have never heard of the term at all
71,EU Taxonomy,1. I have never heard of the term at all
76,EU Taxonomy,1. I have never heard of the term at all
102,EU Taxonomy,4. I know the meaning of the concept quite well
105,EU Taxonomy,3. I know the meaning of the concept a little bit
139,EU Taxonomy,1. I have never heard of the term at all
229,EU Taxonomy,1. I have never heard of the term at all
235,EU Taxonomy,1. I have never heard of the term at all
244,EU Taxonomy,1. I have never heard of the term at all
259,EU Taxonomy,1. I have never heard of the term at all
263,EU Taxonomy,2. I have heard of the concept but no more
267,EU Taxonomy,3. I know the meaning of the concept a little bit
269,EU Taxonomy,3. I know the meaning of the concept a little bit
276,EU Taxonomy,1. I have never heard of the term at all
291,EU Taxonomy,1. I have never heard of the term at all
294,EU Taxonomy,1. I have never heard of the term at all
301,EU Taxonomy,2. I have heard of the concept but no more
317,EU Taxonomy,1. I have never heard of the term at all
318,EU Taxonomy,3. I know the meaning of the concept a little bit
321,EU Taxonomy,1. I have never heard of the term at all
324,EU Taxonomy,1. I have never heard of the term at all
325,EU Taxonomy,2. I have heard of the concept but no more
326,EU Taxonomy,2. I have heard of the concept but no more
328,EU Taxonomy,1. I have never heard of the term at all
331,EU Taxonomy,2. I have heard of the concept but no more
332,EU Taxonomy,1. I have never heard of the term at all
333,EU Taxonomy,1. I have never heard of the term at all
335,EU Taxonomy,1. I have never heard of the term at all
345,EU Taxonomy,2. I have heard of the concept but no more
349,EU Taxonomy,5. I have very good knowledge of the concept
351,EU Taxonomy,1. I have never heard of the term at all
361,EU Taxonomy,1. I have never heard of the term at all
370,EU Taxonomy,1. I have never heard of the term at all
374,EU Taxonomy,2. I have heard of the concept but no more
385,EU Taxonomy,1. I have never heard of the term at all
386,EU Taxonomy,3. I know the meaning of the concept a little bit
389,EU Taxonomy,2. I have heard of the concept but no more
394,EU Taxonomy,2. I have heard of the concept but no more
398,EU Taxonomy,4. I know the meaning of the concept quite well
410,EU Taxonomy,1. I have never heard of the term at all
411,EU Taxonomy,3. I know the meaning of the concept a little bit
415,EU Taxonomy,3. I know the meaning of the concept a little bit
419,EU Taxonomy,3. I know the meaning of the concept a little bit
423,EU Taxonomy,1. I have never heard of the term at all
424,EU Taxonomy,1. I have never heard of the term at all
433,EU Taxonomy,2. I have heard of the concept but no more
434,EU Taxonomy,1. I have never heard of the term at all
439,EU Taxonomy,2. I have heard of the concept but no more
443,EU Taxonomy,2. I have heard of the concept but no more
449,EU Taxonomy,1. I have never heard of the term at all
452,EU Taxonomy,1. I have never heard of the term at all
456,EU Taxonomy,1. I have never heard of the term at all
458,EU Taxonomy,2. I have heard of the concept but no more
460,EU Taxonomy,1. I have never heard of the term at all
463,EU Taxonomy,2. I have heard of the concept but no more
476,EU Taxonomy,1. I have never heard of the term at all
480,EU Taxonomy,1. I have never heard of the term at all
487,EU Taxonomy,1. I have never heard of the term at all
488,EU Taxonomy,1. I have never heard of the term at all
492,EU Taxonomy,1. I have never heard of the term at all
494,EU Taxonomy,1. I have never heard of the term at all
500,EU Taxonomy,3. I know the meaning of the concept a little bit
504,EU Taxonomy,1. I have never heard of the term at all
507,EU Taxonomy,1. I have never heard of the term at all
513,EU Taxonomy,1. I have never heard of the term at all
517,EU Taxonomy,3. I know the meaning of the concept a little bit
518,EU Taxonomy,1. I have never heard of the term at all
526,EU Taxonomy,1. I have never heard of the term at all
531,EU Taxonomy,1. I have never heard of the term at all
532,EU Taxonomy,4. I know the meaning of the concept quite well
535,EU Taxonomy,1. I have never heard of the term at all
541,EU Taxonomy,2. I have heard of the concept but no more
553,EU Taxonomy,1. I have never heard of the term at all
555,EU Taxonomy,1. I have never heard of the term at all
557,EU Taxonomy,1. I have never heard of the term at all
559,EU Taxonomy,2. I have heard of the concept but no more
574,EU Taxonomy,1. I have never heard of the term at all
578,EU Taxonomy,1. I have never heard of the term at all
579,EU Taxonomy,1. I have never heard of the term at all
581,EU Taxonomy,1. I have never heard of the term at all
584,EU Taxonomy,1. I have never heard of the term at all
590,EU Taxonomy,1. I have never heard of the term at all
596,EU Taxonomy,1. I have never heard of the term at all
597,EU Taxonomy,1. I have never heard of the term at all
605,EU Taxonomy,3. I know the meaning of the concept a little bit
607,EU Taxonomy,1. I have never heard of the term at all
610,EU Taxonomy,2. I have heard of the concept but no more
612,EU Taxonomy,2. I have heard of the concept but no more
619,EU Taxonomy,2. I have heard of the concept but no more
621,EU Taxonomy,2. I have heard of the concept but no more
623,EU Taxonomy,1. I have never heard of the term at all
625,EU Taxonomy,1. I have never heard of the term at all
627,EU Taxonomy,3. I know the meaning of the concept a little bit
629,EU Taxonomy,1. I have never heard of the term at all
630,EU Taxonomy,2. I have heard of the concept but no more
631,EU Taxonomy,1. I have never heard of the term at all
633,EU Taxonomy,2. I have heard of the concept but no more
634,EU Taxonomy,1. I have never heard of the term at all
636,EU Taxonomy,1. I have never heard of the term at all
641,EU Taxonomy,1. I have never heard of the term at all
642,EU Taxonomy,2. I have heard of the concept but no more
647,EU Taxonomy,2. I have heard of the concept but no more
650,EU Taxonomy,4. I know the meaning of the concept quite well
2,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
9,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
50,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
59,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
62,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
65,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
71,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
76,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
102,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
105,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
139,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
229,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
235,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
244,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
259,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
263,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
267,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
269,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
276,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
291,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
294,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
301,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
317,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
318,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
321,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
324,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
325,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
326,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
328,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
331,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
332,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
333,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
335,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
344,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
345,Carbon Capture & Storage (CCS),5. I have very good knowledge of the concept
349,Carbon Capture & Storage (CCS),5. I have very good knowledge of the concept
351,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
361,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
370,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
374,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
385,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
386,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
389,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
394,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
398,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
410,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
411,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
415,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
419,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
423,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
424,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
433,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
434,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
439,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
443,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
449,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
452,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
456,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
458,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
460,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
463,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
476,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
480,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
487,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
488,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
492,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
494,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
500,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
504,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
507,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
513,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
517,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
518,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
526,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
531,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
532,Carbon Capture & Storage (CCS),5. I have very good knowledge of the concept
535,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
541,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
553,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
555,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
557,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
559,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
574,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
578,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
579,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
581,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
584,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
590,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
596,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
597,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
605,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
607,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
610,Carbon Capture & Storage (CCS),5. I have very good knowledge of the concept
612,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
619,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
621,Carbon Capture & Storage (CCS),2. I have heard of the concept but no more
623,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
625,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
627,Carbon Capture & Storage (CCS),5. I have very good knowledge of the concept
629,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
630,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
631,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
633,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
634,Carbon Capture & Storage (CCS),3. I know the meaning of the concept a little bit
636,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
641,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
642,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
647,Carbon Capture & Storage (CCS),1. I have never heard of the term at all
650,Carbon Capture & Storage (CCS),4. I know the meaning of the concept quite well
2,Sustainability,5. I have very good knowledge of the concept
9,Sustainability,4. I know the meaning of the concept quite well
50,Sustainability,4. I know the meaning of the concept quite well
59,Sustainability,4. I know the meaning of the concept quite well
62,Sustainability,3. I know the meaning of the concept a little bit
65,Sustainability,3. I know the meaning of the concept a little bit
71,Sustainability,4. I know the meaning of the concept quite well
76,Sustainability,4. I know the meaning of the concept quite well
102,Sustainability,5. I have very good knowledge of the concept
105,Sustainability,5. I have very good knowledge of the concept
139,Sustainability,4. I know the meaning of the concept quite well
229,Sustainability,3. I know the meaning of the concept a little bit
235,Sustainability,3. I know the meaning of the concept a little bit
244,Sustainability,4. I know the meaning of the concept quite well
259,Sustainability,4. I know the meaning of the concept quite well
263,Sustainability,3. I know the meaning of the concept a little bit
267,Sustainability,5. I have very good knowledge of the concept
269,Sustainability,4. I know the meaning of the concept quite well
276,Sustainability,4. I know the meaning of the concept quite well
291,Sustainability,4. I know the meaning of the concept quite well
294,Sustainability,5. I have very good knowledge of the concept
301,Sustainability,5. I have very good knowledge of the concept
317,Sustainability,3. I know the meaning of the concept a little bit
318,Sustainability,3. I know the meaning of the concept a little bit
321,Sustainability,4. I know the meaning of the concept quite well
324,Sustainability,5. I have very good knowledge of the concept
325,Sustainability,4. I know the meaning of the concept quite well
326,Sustainability,4. I know the meaning of the concept quite well
328,Sustainability,4. I know the meaning of the concept quite well
332,Sustainability,3. I know the meaning of the concept a little bit
333,Sustainability,4. I know the meaning of the concept quite well
335,Sustainability,4. I know the meaning of the concept quite well
344,Sustainability,4. I know the meaning of the concept quite well
345,Sustainability,3. I know the meaning of the concept a little bit
349,Sustainability,5. I have very good knowledge of the concept
351,Sustainability,3. I know the meaning of the concept a little bit
361,Sustainability,3. I know the meaning of the concept a little bit
370,Sustainability,2. I have heard of the concept but no more
374,Sustainability,4. I know the meaning of the concept quite well
385,Sustainability,4. I know the meaning of the concept quite well
386,Sustainability,3. I know the meaning of the concept a little bit
389,Sustainability,3. I know the meaning of the concept a little bit
394,Sustainability,5. I have very good knowledge of the concept
398,Sustainability,4. I know the meaning of the concept quite well
410,Sustainability,5. I have very good knowledge of the concept
411,Sustainability,3. I know the meaning of the concept a little bit
415,Sustainability,5. I have very good knowledge of the concept
419,Sustainability,4. I know the meaning of the concept quite well
423,Sustainability,4. I know the meaning of the concept quite well
424,Sustainability,4. I know the meaning of the concept quite well
433,Sustainability,4. I know the meaning of the concept quite well
434,Sustainability,5. I have very good knowledge of the concept
439,Sustainability,3. I know the meaning of the concept a little bit
443,Sustainability,3. I know the meaning of the concept a little bit
449,Sustainability,4. I know the meaning of the concept quite well
452,Sustainability,4. I know the meaning of the concept quite well
456,Sustainability,3. I know the meaning of the concept a little bit
458,Sustainability,4. I know the meaning of the concept quite well
460,Sustainability,5. I have very good knowledge of the concept
463,Sustainability,2. I have heard of the concept but no more
476,Sustainability,4. I know the meaning of the concept quite well
480,Sustainability,4. I know the meaning of the concept quite well
487,Sustainability,5. I have very good knowledge of the concept
488,Sustainability,5. I have very good knowledge of the concept
492,Sustainability,2. I have heard of the concept but no more
494,Sustainability,5. I have very good knowledge of the concept
500,Sustainability,4. I know the meaning of the concept quite well
504,Sustainability,5. I have very good knowledge of the concept
507,Sustainability,4. I know the meaning of the concept quite well
513,Sustainability,3. I know the meaning of the concept a little bit
517,Sustainability,4. I know the meaning of the concept quite well
518,Sustainability,3. I know the meaning of the concept a little bit
526,Sustainability,2. I have heard of the concept but no more
531,Sustainability,2. I have heard of the concept but no more
532,Sustainability,4. I know the meaning of the concept quite well
535,Sustainability,3. I know the meaning of the concept a little bit
541,Sustainability,4. I know the meaning of the concept quite well
553,Sustainability,2. I have heard of the concept but no more
555,Sustainability,4. I know the meaning of the concept quite well
557,Sustainability,4. I know the meaning of the concept quite well
559,Sustainability,4. I know the meaning of the concept quite well
574,Sustainability,1. I have never heard of the term at all
578,Sustainability,5. I have very good knowledge of the concept
579,Sustainability,5. I have very good knowledge of the concept
581,Sustainability,3. I know the meaning of the concept a little bit
584,Sustainability,3. I know the meaning of the concept a little bit
590,Sustainability,4. I know the meaning of the concept quite well
596,Sustainability,3. I know the meaning of the concept a little bit
597,Sustainability,3. I know the meaning of the concept a little bit
605,Sustainability,3. I know the meaning of the concept a little bit
607,Sustainability,3. I know the meaning of the concept a little bit
610,Sustainability,5. I have very good knowledge of the concept
612,Sustainability,5. I have very good knowledge of the concept
619,Sustainability,4. I know the meaning of the concept quite well
621,Sustainability,4. I know the meaning of the concept quite well
623,Sustainability,4. I know the meaning of the concept quite well
625,Sustainability,4. I know the meaning of the concept quite well
