respondent_id,item,question
510,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
511,Never,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
512,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
513,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
514,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
515,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
517,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
518,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
519,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
520,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
521,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
522,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
523,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
524,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
525,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
526,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
527,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
528,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
529,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
530,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
532,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
533,Never,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
534,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
535,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
536,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
537,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
538,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
539,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
540,Never,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
541,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
542,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
543,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
544,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
545,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
546,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
547,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
548,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
549,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
550,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
551,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
552,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
553,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
554,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
555,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
556,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
557,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
558,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
559,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
560,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
561,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
562,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
563,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
564,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
565,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
566,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
567,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
568,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
569,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
570,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
571,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
572,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
573,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
574,Never,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
575,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
576,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
577,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
578,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
579,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
580,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
581,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
582,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
583,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
584,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
585,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
586,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
587,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
588,Never,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
589,Never,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
590,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
591,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
592,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
593,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
594,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
595,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
596,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
597,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
598,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
599,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
600,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
601,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
602,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
603,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
604,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
605,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
606,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
607,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
608,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
609,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
610,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
611,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
612,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
613,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
614,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
615,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
616,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
617,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
618,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
619,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
620,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
621,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
622,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
623,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
624,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
625,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
626,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
627,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
628,Never,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
629,Never,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
630,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
631,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
632,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
633,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
634,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
635,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
636,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
637,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
638,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
639,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
640,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
641,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
642,Never,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
643,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
644,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
645,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
646,Rarely,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
647,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
648,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
649,Occasionally,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
650,Often,"How often do you discuss sustainability, environmental issues and social responsibility with friends and acquaintances?"
1,"Energy issues / energy efficiency,Wars and conflicts in the world,Gender equality & feminism,Polarisation of opinions in society,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
2,"Climate change,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Sustainable agriculture & food production,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
3,"Biodiversity - animals, plants & ecosystems,Circular economy - recycling & reuse of materials,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
4,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Wars and conflicts in the world,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
5,"Climate change,Biodiversity - animals, plants & ecosystems,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Wars and conflicts in the world,Charitable giving,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
6,"Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
7,"Climate change,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Labour conditions for suppliers / in the value chain abroad","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
8,"The country's economy,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
9,"Climate change,Biodiversity - animals, plants & ecosystems,Labour conditions and opportunities in Sweden,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
10,"Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
11,"Labour conditions and opportunities in Sweden,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Gender equality & feminism,The country's economy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
12,"Climate change,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Gender equality & feminism,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
13,"Climate change,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Ethical issues (e.g. corruption),Public health & well-being - people's physical and mental health / ill-health,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
14,"Climate change,Sustainable transport,Energy issues / energy efficiency,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
15,"Labour conditions and opportunities in Sweden,Sustainable transport,Energy issues / energy efficiency,The country's economy,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
16,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
17,"Climate change,Labour conditions and opportunities in Sweden,Wars and conflicts in the world,Ethical issues (e.g. corruption),Gender equality & feminism,Polarisation of opinions in society,The country's economy,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
18,"Energy issues / energy efficiency,Wars and conflicts in the world","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
19,"Climate change,Biodiversity - animals, plants & ecosystems,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Polarisation of opinions in society","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
20,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
21,"Climate change,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
22,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Charitable giving,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
23,"Climate change,Biodiversity - animals, plants & ecosystems,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Sustainable finance,Animal health & welfare,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
24,"Climate change,Air & water pollution,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Animal health & welfare,Labour conditions for suppliers / in the value chain abroad,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,The country's economy,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
25,"Climate change,Biodiversity - animals, plants & ecosystems,Labour conditions and opportunities in Sweden,Energy issues / energy efficiency,Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
26,Animal health & welfare,"You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
27,"Climate change,Labour conditions and opportunities in Sweden,Sustainable finance,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
28,"Climate change,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
29,Wars and conflicts in the world,"You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
30,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Charitable giving,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
31,"Climate change,Air & water pollution,Labour conditions and opportunities in Sweden,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Charitable giving,Diversity, anti-racism & inclusive societies,Human rights, poverty and hunger in the world,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
32,"Climate change,Biodiversity - animals, plants & ecosystems,Labour conditions and opportunities in Sweden,Sustainable transport,Sustainable agriculture & food production,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Gender equality & feminism,Human rights, poverty and hunger in the world,The country's economy,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
33,"Climate change,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Ethical issues (e.g. corruption)","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
34,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
35,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Charitable giving,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
36,"Climate change,Energy issues / energy efficiency,Sustainable finance,The country's economy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
37,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
38,"Air & water pollution,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Sustainable agriculture & food production","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
39,"Climate change,Biodiversity - animals, plants & ecosystems,Sustainable finance,Sustainable agriculture & food production,Human rights, poverty and hunger in the world,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
40,"Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
41,"Wars and conflicts in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
42,"Climate change,Sustainable transport,Energy issues / energy efficiency,Wars and conflicts in the world,Polarisation of opinions in society,The country's economy,Democracy","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
43,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Gender equality & feminism","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
44,"Climate change,Gender equality & feminism,The country's economy,Democracy,Safe societies,Other:","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
45,"Public health & well-being - people's physical and mental health / ill-health,Other:","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
46,"Climate change,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Wars and conflicts in the world,Ethical issues (e.g. corruption),Charitable giving,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
47,"Climate change,Public health & well-being - people's physical and mental health / ill-health","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
48,"Climate change,Circular economy - recycling & reuse of materials,Wars and conflicts in the world,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Safe societies","You answered that you [question('value'), id='8'] discuss sustainability, environmental issues and social responsibility with friends and acquaintances. Now we wonder which of the following areas you discuss?"
