respondent_id,brand,rating_type,area
552,Clarion Collection,well,Reducing the climate impact of the hotel in general
556,Clarion Collection,well,None of the above
561,Clarion Collection,well,Biodiversity impacts with respect to land use and the supply chain
561,Clarion Collection,well,Reducing energy use in hotels
561,Clarion Collection,well,Diversity and inclusion towards guests and employees
561,Clarion Collection,well,Reducing the climate impact of the hotel in general
565,Clarion Collection,well,Reducing the amount of laundry and/or room cleaning
565,Clarion Collection,well,Accessibility for people with disabilities
565,Clarion Collection,well,Diversity and inclusion towards guests and employees
565,Clarion Collection,well,Practices gender equality towards guests and employees
565,Clarion Collection,well,Reducing the climate impact of the hotel in general
565,Clarion Collection,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
570,Clarion Collection,well,Reducing water use in operations
570,Clarion Collection,well,Diversity and inclusion towards guests and employees
570,Clarion Collection,well,Practices gender equality towards guests and employees
571,Clarion Collection,well,Reducing the amount of laundry and/or room cleaning
571,Clarion Collection,well,Avoid single-use plastic and minimizing use of plastic packaging
571,Clarion Collection,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
572,Clarion Collection,well,Reducing the climate impact of the hotel in general
573,Clarion Collection,well,Wide range of organic food & drink
573,Clarion Collection,well,Locally produced food & drink
573,Clarion Collection,well,Reducing food waste
573,Clarion Collection,well,Working conditions and employee health
573,Clarion Collection,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
585,Clarion Collection,well,Wide range of organic food & drink
585,Clarion Collection,well,Reducing food waste
586,Clarion Collection,well,Reducing food waste
586,Clarion Collection,well,Reducing energy use in hotels
586,Clarion Collection,well,Making climate-smart travel easy through offerings and information
593,Clarion Collection,well,Reducing food waste
593,Clarion Collection,well,Reducing the amount of laundry and/or room cleaning
594,Clarion Collection,well,Making climate-smart travel easy through offerings and information
601,Clarion Collection,well,Reducing the amount of laundry and/or room cleaning
601,Clarion Collection,well,Avoid single-use plastic and minimizing use of plastic packaging
606,Clarion Collection,well,Reducing food waste
606,Clarion Collection,well,Reducing energy use in hotels
606,Clarion Collection,well,Reducing the amount of laundry and/or room cleaning
606,Clarion Collection,well,Reducing water use in operations
617,Clarion Collection,well,Reducing food waste
617,Clarion Collection,well,Reducing the amount of laundry and/or room cleaning
617,Clarion Collection,well,Reducing the climate impact of the hotel in general
618,Clarion Collection,well,Reducing the climate impact of the hotel in general
620,Clarion Collection,well,Reducing the climate impact of the hotel in general
622,Clarion Collection,well,Wide range of organic food & drink
622,Clarion Collection,well,Locally produced food & drink
622,Clarion Collection,well,Wide range of vegetarian food
622,Clarion Collection,well,Reducing food waste
622,Clarion Collection,well,Reducing energy use in hotels
622,Clarion Collection,well,Reducing the amount of laundry and/or room cleaning
622,Clarion Collection,well,Reducing water use in operations
622,Clarion Collection,well,Working conditions and employee health
622,Clarion Collection,well,Accessibility for people with disabilities
622,Clarion Collection,well,Diversity and inclusion towards guests and employees
622,Clarion Collection,well,Practices gender equality towards guests and employees
622,Clarion Collection,well,Reducing the climate impact of the hotel in general
624,Clarion Collection,well,Locally produced food & drink
624,Clarion Collection,well,Wide range of vegetarian food
624,Clarion Collection,well,Making climate-smart travel easy through offerings and information
624,Clarion Collection,well,Avoid single-use plastic and minimizing use of plastic packaging
632,Clarion Collection,well,Reducing food waste
632,Clarion Collection,well,Reducing energy use in hotels
632,Clarion Collection,well,Reducing the climate impact of the hotel in general
632,Clarion Collection,well,Avoid single-use plastic and minimizing use of plastic packaging
632,Clarion Collection,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
643,Clarion Collection,well,Reducing the amount of laundry and/or room cleaning
648,Clarion Collection,well,Accessibility for people with disabilities
648,Clarion Collection,well,Avoid single-use plastic and minimizing use of plastic packaging
4,Clarion Hotel,well,Charging stations for electric cars
6,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
6,Clarion Hotel,well,Working conditions and employee health
9,Clarion Hotel,well,Reducing food waste
9,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
9,Clarion Hotel,well,Working conditions and employee health
9,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
10,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
10,Clarion Hotel,well,Working conditions and employee health
10,Clarion Hotel,well,Reducing the climate impact of the hotel in general
22,Clarion Hotel,well,Wide range of organic food & drink
22,Clarion Hotel,well,Wide range of vegetarian food
30,Clarion Hotel,well,Reducing food waste
30,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
30,Clarion Hotel,well,Charging stations for electric cars
31,Clarion Hotel,well,Working conditions and employee health
31,Clarion Hotel,well,Accessibility for people with disabilities
31,Clarion Hotel,well,Practices gender equality towards guests and employees
35,Clarion Hotel,well,Reducing food waste
35,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
36,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
36,Clarion Hotel,well,Accessibility for people with disabilities
36,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
38,Clarion Hotel,well,Wide range of organic food & drink
38,Clarion Hotel,well,Reducing food waste
38,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
38,Clarion Hotel,well,Accessibility for people with disabilities
38,Clarion Hotel,well,Engaging with the local community about sustainability matters
38,Clarion Hotel,well,Practices gender equality towards guests and employees
38,Clarion Hotel,well,Reducing the climate impact of the hotel in general
38,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
43,Clarion Hotel,well,Reducing food waste
43,Clarion Hotel,well,Reducing energy use in hotels
43,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
43,Clarion Hotel,well,Reducing the climate impact of the hotel in general
44,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
44,Clarion Hotel,well,Reducing water use in operations
44,Clarion Hotel,well,Accessibility for people with disabilities
45,Clarion Hotel,well,None of the above
48,Clarion Hotel,well,Wide range of organic food & drink
52,Clarion Hotel,well,Locally produced food & drink
52,Clarion Hotel,well,Charging stations for electric cars
55,Clarion Hotel,well,Wide range of organic food & drink
55,Clarion Hotel,well,Reducing energy use in hotels
55,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
55,Clarion Hotel,well,Reducing the climate impact of the hotel in general
57,Clarion Hotel,well,Animal welfare within food & beverage
57,Clarion Hotel,well,Reducing food waste
57,Clarion Hotel,well,Engaging with the local community about sustainability matters
62,Clarion Hotel,well,Reducing food waste
62,Clarion Hotel,well,Accessibility for people with disabilities
62,Clarion Hotel,well,Diversity and inclusion towards guests and employees
62,Clarion Hotel,well,Reducing the climate impact of the hotel in general
62,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
65,Clarion Hotel,well,Reducing energy use in hotels
65,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
65,Clarion Hotel,well,Reducing water use in operations
65,Clarion Hotel,well,Reducing the climate impact of the hotel in general
73,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
73,Clarion Hotel,well,Reducing the climate impact of the hotel in general
75,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
75,Clarion Hotel,well,Reducing the climate impact of the hotel in general
87,Clarion Hotel,well,Reducing food waste
87,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
87,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
89,Clarion Hotel,well,Locally produced food & drink
89,Clarion Hotel,well,Working conditions and employee health
89,Clarion Hotel,well,Working conditions in the supply chain
89,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
91,Clarion Hotel,well,Locally produced food & drink
91,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
91,Clarion Hotel,well,Diversity and inclusion towards guests and employees
91,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
99,Clarion Hotel,well,None of the above
102,Clarion Hotel,well,Reducing the climate impact of the hotel in general
105,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
105,Clarion Hotel,well,Diversity and inclusion towards guests and employees
109,Clarion Hotel,well,Animal welfare within food & beverage
109,Clarion Hotel,well,Reducing food waste
109,Clarion Hotel,well,Reducing water use in operations
109,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
114,Clarion Hotel,well,None of the above
118,Clarion Hotel,well,None of the above
124,Clarion Hotel,well,Wide range of vegetarian food
124,Clarion Hotel,well,Accessibility for people with disabilities
124,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
134,Clarion Hotel,well,Reducing energy use in hotels
134,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
134,Clarion Hotel,well,Diversity and inclusion towards guests and employees
134,Clarion Hotel,well,Reducing the climate impact of the hotel in general
138,Clarion Hotel,well,Locally produced food & drink
138,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
145,Clarion Hotel,well,Reducing food waste
145,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
145,Clarion Hotel,well,Reducing the climate impact of the hotel in general
145,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
149,Clarion Hotel,well,Reducing food waste
149,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
149,Clarion Hotel,well,Diversity and inclusion towards guests and employees
149,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
154,Clarion Hotel,well,Reducing food waste
154,Clarion Hotel,well,Working conditions and employee health
154,Clarion Hotel,well,Diversity and inclusion towards guests and employees
154,Clarion Hotel,well,Reducing the climate impact of the hotel in general
157,Clarion Hotel,well,Accessibility for people with disabilities
157,Clarion Hotel,well,Diversity and inclusion towards guests and employees
158,Clarion Hotel,well,None of the above
178,Clarion Hotel,well,Locally produced food & drink
178,Clarion Hotel,well,Engaging with the local community about sustainability matters
178,Clarion Hotel,well,Diversity and inclusion towards guests and employees
178,Clarion Hotel,well,Reducing the climate impact of the hotel in general
201,Clarion Hotel,well,None of the above
204,Clarion Hotel,well,Reducing energy use in hotels
204,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
204,Clarion Hotel,well,Reducing water use in operations
204,Clarion Hotel,well,Reducing the climate impact of the hotel in general
204,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
204,Clarion Hotel,well,Charging stations for electric cars
205,Clarion Hotel,well,Locally produced food & drink
205,Clarion Hotel,well,Reducing food waste
205,Clarion Hotel,well,Reducing energy use in hotels
205,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
205,Clarion Hotel,well,Working conditions and employee health
205,Clarion Hotel,well,Working conditions in the supply chain
205,Clarion Hotel,well,Practices gender equality towards guests and employees
205,Clarion Hotel,well,Reducing the climate impact of the hotel in general
206,Clarion Hotel,well,Reducing energy use in hotels
212,Clarion Hotel,well,Locally produced food & drink
212,Clarion Hotel,well,Reducing food waste
212,Clarion Hotel,well,Reducing energy use in hotels
212,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
212,Clarion Hotel,well,Reducing water use in operations
212,Clarion Hotel,well,Working conditions and employee health
212,Clarion Hotel,well,Accessibility for people with disabilities
212,Clarion Hotel,well,Engaging with the local community about sustainability matters
212,Clarion Hotel,well,Diversity and inclusion towards guests and employees
212,Clarion Hotel,well,Reducing the climate impact of the hotel in general
212,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
212,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
212,Clarion Hotel,well,Charging stations for electric cars
213,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
213,Clarion Hotel,well,Accessibility for people with disabilities
213,Clarion Hotel,well,Reducing the climate impact of the hotel in general
213,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
220,Clarion Hotel,well,Locally produced food & drink
220,Clarion Hotel,well,Reducing food waste
220,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
220,Clarion Hotel,well,Working conditions and employee health
220,Clarion Hotel,well,Diversity and inclusion towards guests and employees
220,Clarion Hotel,well,Reducing the climate impact of the hotel in general
220,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
221,Clarion Hotel,well,Reducing energy use in hotels
221,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
223,Clarion Hotel,well,Locally produced food & drink
223,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
223,Clarion Hotel,well,Reducing water use in operations
229,Clarion Hotel,well,Locally produced food & drink
229,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
229,Clarion Hotel,well,Reducing the climate impact of the hotel in general
229,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
229,Clarion Hotel,well,Charging stations for electric cars
232,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
235,Clarion Hotel,well,None of the above
244,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
244,Clarion Hotel,well,Diversity and inclusion towards guests and employees
244,Clarion Hotel,well,Reducing the climate impact of the hotel in general
259,Clarion Hotel,well,Wide range of vegetarian food
259,Clarion Hotel,well,Reducing food waste
259,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
263,Clarion Hotel,well,Wide range of organic food & drink
263,Clarion Hotel,well,Locally produced food & drink
263,Clarion Hotel,well,Wide range of vegetarian food
263,Clarion Hotel,well,Animal welfare within food & beverage
263,Clarion Hotel,well,Reducing food waste
263,Clarion Hotel,well,Reducing energy use in hotels
263,Clarion Hotel,well,Accessibility for people with disabilities
263,Clarion Hotel,well,Engaging with the local community about sustainability matters
263,Clarion Hotel,well,Reducing the climate impact of the hotel in general
263,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
267,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
285,Clarion Hotel,well,Reducing energy use in hotels
285,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
285,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
291,Clarion Hotel,well,Working conditions and employee health
291,Clarion Hotel,well,Diversity and inclusion towards guests and employees
296,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
299,Clarion Hotel,well,Reducing the climate impact of the hotel in general
301,Clarion Hotel,well,Locally produced food & drink
301,Clarion Hotel,well,Reducing food waste
301,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
301,Clarion Hotel,well,Accessibility for people with disabilities
301,Clarion Hotel,well,Engaging with the local community about sustainability matters
301,Clarion Hotel,well,Diversity and inclusion towards guests and employees
301,Clarion Hotel,well,Practices gender equality towards guests and employees
301,Clarion Hotel,well,Reducing the climate impact of the hotel in general
301,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
321,Clarion Hotel,well,Reducing food waste
321,Clarion Hotel,well,Reducing energy use in hotels
321,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
321,Clarion Hotel,well,Reducing water use in operations
321,Clarion Hotel,well,Accessibility for people with disabilities
325,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
325,Clarion Hotel,well,Reducing water use in operations
326,Clarion Hotel,well,Locally produced food & drink
326,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
326,Clarion Hotel,well,Reducing water use in operations
326,Clarion Hotel,well,Working conditions and employee health
326,Clarion Hotel,well,Accessibility for people with disabilities
326,Clarion Hotel,well,Diversity and inclusion towards guests and employees
326,Clarion Hotel,well,Practices gender equality towards guests and employees
326,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
328,Clarion Hotel,well,None of the above
333,Clarion Hotel,well,Wide range of organic food & drink
333,Clarion Hotel,well,Wide range of vegetarian food
333,Clarion Hotel,well,Reducing food waste
333,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
338,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
338,Clarion Hotel,well,Reducing the climate impact of the hotel in general
338,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
338,Clarion Hotel,well,Charging stations for electric cars
349,Clarion Hotel,well,Wide range of vegetarian food
349,Clarion Hotel,well,Reducing energy use in hotels
349,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
349,Clarion Hotel,well,Reducing water use in operations
349,Clarion Hotel,well,Accessibility for people with disabilities
349,Clarion Hotel,well,Engaging with the local community about sustainability matters
349,Clarion Hotel,well,Reducing the climate impact of the hotel in general
349,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
351,Clarion Hotel,well,Reducing food waste
351,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
351,Clarion Hotel,well,Engaging with the local community about sustainability matters
351,Clarion Hotel,well,Reducing the climate impact of the hotel in general
351,Clarion Hotel,well,Charging stations for electric cars
358,Clarion Hotel,well,None of the above
361,Clarion Hotel,well,Locally produced food & drink
361,Clarion Hotel,well,Reducing food waste
361,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
361,Clarion Hotel,well,Reducing water use in operations
361,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
366,Clarion Hotel,well,Practices gender equality towards guests and employees
366,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
373,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
373,Clarion Hotel,well,Reducing water use in operations
373,Clarion Hotel,well,Reducing the climate impact of the hotel in general
373,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
374,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
374,Clarion Hotel,well,Diversity and inclusion towards guests and employees
379,Clarion Hotel,well,None of the above
385,Clarion Hotel,well,Reducing energy use in hotels
385,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
385,Clarion Hotel,well,Reducing the climate impact of the hotel in general
389,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
394,Clarion Hotel,well,Wide range of vegetarian food
394,Clarion Hotel,well,Reducing water use in operations
398,Clarion Hotel,well,Reducing the climate impact of the hotel in general
398,Clarion Hotel,well,Making climate-smart travel easy through offerings and information
412,Clarion Hotel,well,Wide range of organic food & drink
412,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
412,Clarion Hotel,well,Reducing the climate impact of the hotel in general
412,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
412,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
419,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
419,Clarion Hotel,well,Reducing the climate impact of the hotel in general
419,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
419,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
422,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
422,Clarion Hotel,well,Accessibility for people with disabilities
422,Clarion Hotel,well,Reducing the climate impact of the hotel in general
423,Clarion Hotel,well,Reducing food waste
423,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
423,Clarion Hotel,well,Diversity and inclusion towards guests and employees
423,Clarion Hotel,well,Practices gender equality towards guests and employees
423,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
426,Clarion Hotel,well,Accessibility for people with disabilities
439,Clarion Hotel,well,Working conditions and employee health
443,Clarion Hotel,well,Working conditions and employee health
443,Clarion Hotel,well,Practices gender equality towards guests and employees
443,Clarion Hotel,well,Reducing the climate impact of the hotel in general
444,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
450,Clarion Hotel,well,Locally produced food & drink
452,Clarion Hotel,well,Wide range of organic food & drink
452,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
452,Clarion Hotel,well,Practices gender equality towards guests and employees
452,Clarion Hotel,well,Reducing the climate impact of the hotel in general
456,Clarion Hotel,well,Wide range of organic food & drink
456,Clarion Hotel,well,Wide range of vegetarian food
456,Clarion Hotel,well,Biodiversity impacts with respect to land use and the supply chain
456,Clarion Hotel,well,Reducing food waste
456,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
456,Clarion Hotel,well,Reducing water use in operations
456,Clarion Hotel,well,Accessibility for people with disabilities
456,Clarion Hotel,well,Reducing the climate impact of the hotel in general
456,Clarion Hotel,well,Making climate-smart travel easy through offerings and information
456,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
456,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
460,Clarion Hotel,well,Accessibility for people with disabilities
460,Clarion Hotel,well,Diversity and inclusion towards guests and employees
460,Clarion Hotel,well,Reducing the climate impact of the hotel in general
460,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
460,Clarion Hotel,well,Charging stations for electric cars
463,Clarion Hotel,well,Reducing energy use in hotels
464,Clarion Hotel,well,Locally produced food & drink
464,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
464,Clarion Hotel,well,Working conditions and employee health
464,Clarion Hotel,well,Working conditions in the supply chain
464,Clarion Hotel,well,Diversity and inclusion towards guests and employees
469,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
469,Clarion Hotel,well,Practices gender equality towards guests and employees
469,Clarion Hotel,well,Reducing the climate impact of the hotel in general
472,Clarion Hotel,well,Reducing food waste
472,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
472,Clarion Hotel,well,Diversity and inclusion towards guests and employees
478,Clarion Hotel,well,Making climate-smart travel easy through offerings and information
478,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
478,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
480,Clarion Hotel,well,Reducing food waste
480,Clarion Hotel,well,Reducing energy use in hotels
480,Clarion Hotel,well,Engaging with the local community about sustainability matters
480,Clarion Hotel,well,Reducing the climate impact of the hotel in general
480,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
485,Clarion Hotel,well,Locally produced food & drink
485,Clarion Hotel,well,Working conditions and employee health
488,Clarion Hotel,well,Wide range of organic food & drink
488,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
488,Clarion Hotel,well,Working conditions and employee health
490,Clarion Hotel,well,Biodiversity impacts with respect to land use and the supply chain
490,Clarion Hotel,well,Reducing energy use in hotels
490,Clarion Hotel,well,Reducing the climate impact of the hotel in general
490,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
494,Clarion Hotel,well,Accessibility for people with disabilities
494,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
504,Clarion Hotel,well,Reducing energy use in hotels
504,Clarion Hotel,well,Working conditions and employee health
504,Clarion Hotel,well,Accessibility for people with disabilities
504,Clarion Hotel,well,Practices gender equality towards guests and employees
507,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
507,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
513,Clarion Hotel,well,Reducing food waste
513,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
513,Clarion Hotel,well,Working conditions and employee health
513,Clarion Hotel,well,Reducing the climate impact of the hotel in general
518,Clarion Hotel,well,Reducing food waste
518,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
518,Clarion Hotel,well,Diversity and inclusion towards guests and employees
518,Clarion Hotel,well,Reducing the climate impact of the hotel in general
518,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
518,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
525,Clarion Hotel,well,Wide range of organic food & drink
525,Clarion Hotel,well,Wide range of vegetarian food
525,Clarion Hotel,well,Reducing energy use in hotels
525,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
526,Clarion Hotel,well,Reducing the climate impact of the hotel in general
532,Clarion Hotel,well,Accessibility for people with disabilities
532,Clarion Hotel,well,Reducing the climate impact of the hotel in general
532,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
532,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
538,Clarion Hotel,well,Locally produced food & drink
538,Clarion Hotel,well,Reducing water use in operations
538,Clarion Hotel,well,Reducing the climate impact of the hotel in general
541,Clarion Hotel,well,Wide range of organic food & drink
541,Clarion Hotel,well,Reducing food waste
541,Clarion Hotel,well,Working conditions in the supply chain
548,Clarion Hotel,well,None of the above
553,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
553,Clarion Hotel,well,Working conditions and employee health
553,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
555,Clarion Hotel,well,Reducing energy use in hotels
555,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
555,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
557,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
559,Clarion Hotel,well,Locally produced food & drink
559,Clarion Hotel,well,Biodiversity impacts with respect to land use and the supply chain
559,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
559,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
574,Clarion Hotel,well,Wide range of organic food & drink
574,Clarion Hotel,well,Locally produced food & drink
574,Clarion Hotel,well,Making climate-smart travel easy through offerings and information
579,Clarion Hotel,well,Wide range of organic food & drink
579,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
579,Clarion Hotel,well,Accessibility for people with disabilities
579,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
590,Clarion Hotel,well,Reducing water use in operations
590,Clarion Hotel,well,Accessibility for people with disabilities
590,Clarion Hotel,well,Diversity and inclusion towards guests and employees
590,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
592,Clarion Hotel,well,Wide range of organic food & drink
596,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
596,Clarion Hotel,well,Reducing the climate impact of the hotel in general
603,Clarion Hotel,well,Reducing food waste
603,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
603,Clarion Hotel,well,Reducing water use in operations
603,Clarion Hotel,well,Accessibility for people with disabilities
603,Clarion Hotel,well,Reducing the climate impact of the hotel in general
603,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
603,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
607,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
607,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
610,Clarion Hotel,well,Reducing food waste
610,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
610,Clarion Hotel,well,Reducing water use in operations
612,Clarion Hotel,well,Wide range of organic food & drink
612,Clarion Hotel,well,Locally produced food & drink
612,Clarion Hotel,well,Reducing food waste
612,Clarion Hotel,well,Reducing energy use in hotels
612,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
612,Clarion Hotel,well,Diversity and inclusion towards guests and employees
612,Clarion Hotel,well,Reducing the climate impact of the hotel in general
612,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
612,Clarion Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
623,Clarion Hotel,well,Locally produced food & drink
623,Clarion Hotel,well,Wide range of vegetarian food
623,Clarion Hotel,well,Reducing food waste
623,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
623,Clarion Hotel,well,Reducing water use in operations
623,Clarion Hotel,well,Accessibility for people with disabilities
623,Clarion Hotel,well,Reducing the climate impact of the hotel in general
623,Clarion Hotel,well,Making climate-smart travel easy through offerings and information
623,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
628,Clarion Hotel,well,None of the above
629,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
630,Clarion Hotel,well,Locally produced food & drink
630,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
631,Clarion Hotel,well,None of the above
640,Clarion Hotel,well,Reducing energy use in hotels
