respondent_id,topic
151,Labour conditions for suppliers / in the value chain abroad
151,Human rights
151,poverty and hunger in the world
151,Democracy
152,Sustainable finance
152,Labour conditions for suppliers / in the value chain abroad
152,Human rights
152,poverty and hunger in the world
152,Public health & well-being - people's physical and mental health / ill-health
153,Climate change
153,Air & water pollution
153,Circular economy - recycling & reuse of materials
153,Energy issues / energy efficiency
153,Wars and conflicts in the world
153,Animal health & welfare
153,Charitable giving
153,Diversity
153,anti-racism & inclusive societies
153,Human rights
153,poverty and hunger in the world
153,Polarisation of opinions in society
153,Public health & well-being - people's physical and mental health / ill-health
153,The country's economy
153,Safe societies
154,Climate change
154,Labour conditions and opportunities in Sweden
154,Sustainable transport
154,Energy issues / energy efficiency
154,Diversity
154,anti-racism & inclusive societies
154,Polarisation of opinions in society
154,The country's economy
154,Democracy
155,Climate change
155,Biodiversity - animals
155,plants & ecosystems
155,Air & water pollution
155,Labour conditions and opportunities in Sweden
155,Circular economy - recycling & reuse of materials
155,Sustainable transport
155,Energy issues / energy efficiency
155,Sustainable agriculture & food production
155,Wars and conflicts in the world
155,Human rights
155,poverty and hunger in the world
155,Polarisation of opinions in society
155,Public health & well-being - people's physical and mental health / ill-health
155,The country's economy
155,Democracy
156,Climate change
156,Biodiversity - animals
156,plants & ecosystems
156,Air & water pollution
156,Labour conditions and opportunities in Sweden
156,Sustainable transport
156,Sustainable finance
156,Sustainable agriculture & food production
156,Wars and conflicts in the world
156,Labour conditions for suppliers / in the value chain abroad
156,Ethical issues (e.g. corruption)
156,Diversity
156,anti-racism & inclusive societies
156,Human rights
156,poverty and hunger in the world
156,Polarisation of opinions in society
156,Public health & well-being - people's physical and mental health / ill-health
156,Democracy
156,Safe societies
157,Climate change
157,Biodiversity - animals
157,plants & ecosystems
157,Air & water pollution
157,Energy issues / energy efficiency
157,Sustainable finance
157,Sustainable agriculture & food production
157,Wars and conflicts in the world
157,Animal health & welfare
157,Ethical issues (e.g. corruption)
157,Human rights
157,poverty and hunger in the world
157,Public health & well-being - people's physical and mental health / ill-health
157,The country's economy
157,Democracy
157,Safe societies
158,Climate change
158,Air & water pollution
158,Energy issues / energy efficiency
158,Wars and conflicts in the world
158,Public health & well-being - people's physical and mental health / ill-health
158,The country's economy
158,Safe societies
159,Sustainable transport
159,Energy issues / energy efficiency
159,Wars and conflicts in the world
159,Ethical issues (e.g. corruption)
159,Charitable giving
159,Human rights
159,poverty and hunger in the world
159,Polarisation of opinions in society
159,Public health & well-being - people's physical and mental health / ill-health
159,The country's economy
160,Energy issues / energy efficiency
160,Wars and conflicts in the world
160,Human rights
160,poverty and hunger in the world
160,The country's economy
161,Climate change
161,Air & water pollution
161,Energy issues / energy efficiency
161,Sustainable finance
161,Sustainable agriculture & food production
161,Wars and conflicts in the world
161,Labour conditions for suppliers / in the value chain abroad
161,Ethical issues (e.g. corruption)
161,Human rights
161,poverty and hunger in the world
161,Polarisation of opinions in society
161,Public health & well-being - people's physical and mental health / ill-health
161,The country's economy
161,Democracy
162,Labour conditions and opportunities in Sweden
162,Sustainable transport
162,Energy issues / energy efficiency
162,Ethical issues (e.g. corruption)
162,Polarisation of opinions in society
162,Public health & well-being - people's physical and mental health / ill-health
163,Climate change
163,Air & water pollution
163,Energy issues / energy efficiency
163,Wars and conflicts in the world
163,Human rights
163,poverty and hunger in the world
163,Public health & well-being - people's physical and mental health / ill-health
163,The country's economy
163,Democracy
163,Safe societies
164,Climate change
164,Human rights
164,poverty and hunger in the world
164,Democracy
165,Labour conditions and opportunities in Sweden
165,Sustainable finance
165,Ethical issues (e.g. corruption)
165,Diversity
165,anti-racism & inclusive societies
165,The country's economy
165,Democracy
166,Climate change
166,Circular economy - recycling & reuse of materials
166,Sustainable transport
166,Wars and conflicts in the world
166,The country's economy
167,Air & water pollution
167,Labour conditions and opportunities in Sweden
167,Sustainable transport
167,Sustainable finance
167,Sustainable agriculture & food production
167,Human rights
167,poverty and hunger in the world
168,Climate change
168,Circular economy - recycling & reuse of materials
168,Sustainable transport
168,Energy issues / energy efficiency
168,Wars and conflicts in the world
168,Gender equality & feminism
168,Human rights
168,poverty and hunger in the world
168,Public health & well-being - people's physical and mental health / ill-health
168,The country's economy
168,Democracy
168,Safe societies
169,Climate change
169,Air & water pollution
169,Labour conditions and opportunities in Sweden
169,Sustainable transport
169,Energy issues / energy efficiency
169,Sustainable agriculture & food production
169,Wars and conflicts in the world
169,Public health & well-being - people's physical and mental health / ill-health
169,Safe societies
170,Climate change
170,Wars and conflicts in the world
170,Diversity
170,anti-racism & inclusive societies
170,Human rights
170,poverty and hunger in the world
170,Public health & well-being - people's physical and mental health / ill-health
170,Democracy
171,Labour conditions and opportunities in Sweden
171,Sustainable transport
171,Energy issues / energy efficiency
171,Labour conditions for suppliers / in the value chain abroad
172,Climate change
172,Energy issues / energy efficiency
172,Labour conditions for suppliers / in the value chain abroad
172,Charitable giving
172,Diversity
172,anti-racism & inclusive societies
172,Human rights
172,poverty and hunger in the world
172,Polarisation of opinions in society
172,Public health & well-being - people's physical and mental health / ill-health
172,Democracy
172,Safe societies
173,Climate change
173,Air & water pollution
173,Circular economy - recycling & reuse of materials
173,Energy issues / energy efficiency
173,Wars and conflicts in the world
173,Human rights
173,poverty and hunger in the world
173,Public health & well-being - people's physical and mental health / ill-health
173,Democracy
174,Climate change
174,Air & water pollution
174,Circular economy - recycling & reuse of materials
174,Energy issues / energy efficiency
174,Animal health & welfare
174,Ethical issues (e.g. corruption)
174,Diversity
174,anti-racism & inclusive societies
174,Public health & well-being - people's physical and mental health / ill-health
174,Democracy
175,Climate change
175,Air & water pollution
175,Labour conditions and opportunities in Sweden
175,Circular economy - recycling & reuse of materials
175,Sustainable transport
175,Energy issues / energy efficiency
175,Sustainable agriculture & food production
175,Wars and conflicts in the world
175,Labour conditions for suppliers / in the value chain abroad
175,Charitable giving
175,Diversity
175,anti-racism & inclusive societies
175,Gender equality & feminism
175,Human rights
175,poverty and hunger in the world
175,Public health & well-being - people's physical and mental health / ill-health
175,The country's economy
175,Democracy
176,Climate change
176,Circular economy - recycling & reuse of materials
176,Sustainable transport
176,Energy issues / energy efficiency
176,Sustainable agriculture & food production
176,Wars and conflicts in the world
176,Labour conditions for suppliers / in the value chain abroad
176,Ethical issues (e.g. corruption)
176,Charitable giving
176,Diversity
176,anti-racism & inclusive societies
176,Human rights
176,poverty and hunger in the world
176,Public health & well-being - people's physical and mental health / ill-health
176,Democracy
176,Safe societies
177,Climate change
177,Biodiversity - animals
177,plants & ecosystems
177,Wars and conflicts in the world
177,Public health & well-being - people's physical and mental health / ill-health
177,Democracy
178,Climate change
178,Circular economy - recycling & reuse of materials
178,Energy issues / energy efficiency
178,Gender equality & feminism
178,Public health & well-being - people's physical and mental health / ill-health
178,The country's economy
179,Climate change
179,Labour conditions and opportunities in Sweden
179,Circular economy - recycling & reuse of materials
179,Sustainable transport
179,Sustainable agriculture & food production
179,Wars and conflicts in the world
179,Animal health & welfare
179,Labour conditions for suppliers / in the value chain abroad
179,Diversity
179,anti-racism & inclusive societies
179,Gender equality & feminism
179,Human rights
179,poverty and hunger in the world
179,Public health & well-being - people's physical and mental health / ill-health
179,Democracy
179,Safe societies
180,Climate change
180,Sustainable transport
180,Wars and conflicts in the world
180,Charitable giving
180,Diversity
180,anti-racism & inclusive societies
180,Public health & well-being - people's physical and mental health / ill-health
180,Safe societies
181,Diversity
181,anti-racism & inclusive societies
181,Democracy
182,Climate change
182,Biodiversity - animals
182,plants & ecosystems
182,Air & water pollution
182,Circular economy - recycling & reuse of materials
182,Sustainable transport
182,Energy issues / energy efficiency
182,Sustainable finance
182,Labour conditions for suppliers / in the value chain abroad
182,Diversity
182,anti-racism & inclusive societies
182,Gender equality & feminism
182,Polarisation of opinions in society
182,Public health & well-being - people's physical and mental health / ill-health
183,Climate change
183,Biodiversity - animals
183,plants & ecosystems
183,Air & water pollution
183,Circular economy - recycling & reuse of materials
183,Sustainable finance
183,Wars and conflicts in the world
183,Labour conditions for suppliers / in the value chain abroad
183,Ethical issues (e.g. corruption)
183,Charitable giving
183,Human rights
183,poverty and hunger in the world
183,Polarisation of opinions in society
183,Public health & well-being - people's physical and mental health / ill-health
183,Democracy
184,Climate change
184,Biodiversity - animals
184,plants & ecosystems
184,Air & water pollution
184,Labour conditions and opportunities in Sweden
184,Circular economy - recycling & reuse of materials
184,Wars and conflicts in the world
184,Ethical issues (e.g. corruption)
184,Diversity
184,anti-racism & inclusive societies
184,Human rights
184,poverty and hunger in the world
184,Polarisation of opinions in society
184,Public health & well-being - people's physical and mental health / ill-health
184,Democracy
185,Climate change
185,Air & water pollution
185,Sustainable transport
185,Sustainable finance
185,Sustainable agriculture & food production
185,Ethical issues (e.g. corruption)
185,Diversity
185,anti-racism & inclusive societies
185,Gender equality & feminism
185,Human rights
185,poverty and hunger in the world
185,The country's economy
185,Democracy
186,Climate change
186,Biodiversity - animals
186,plants & ecosystems
186,Air & water pollution
186,Labour conditions and opportunities in Sweden
186,Circular economy - recycling & reuse of materials
186,Sustainable transport
186,Energy issues / energy efficiency
186,Sustainable finance
186,Sustainable agriculture & food production
186,Wars and conflicts in the world
186,Animal health & welfare
186,Labour conditions for suppliers / in the value chain abroad
186,Ethical issues (e.g. corruption)
186,Charitable giving
186,Diversity
186,anti-racism & inclusive societies
186,Human rights
186,poverty and hunger in the world
186,Polarisation of opinions in society
186,Public health & well-being - people's physical and mental health / ill-health
186,The country's economy
186,Democracy
186,Safe societies
187,Sustainable transport
187,Energy issues / energy efficiency
187,Sustainable finance
187,Wars and conflicts in the world
187,The country's economy
188,Climate change
188,Biodiversity - animals
188,plants & ecosystems
188,Air & water pollution
188,Labour conditions and opportunities in Sweden
188,Circular economy - recycling & reuse of materials
188,Energy issues / energy efficiency
188,Wars and conflicts in the world
188,Animal health & welfare
188,Public health & well-being - people's physical and mental health / ill-health
188,Safe societies
189,Climate change
189,Wars and conflicts in the world
189,Human rights
189,poverty and hunger in the world
190,Climate change
190,Biodiversity - animals
190,plants & ecosystems
190,Air & water pollution
190,Labour conditions and opportunities in Sweden
190,Energy issues / energy efficiency
190,Sustainable agriculture & food production
190,Wars and conflicts in the world
190,Animal health & welfare
190,Labour conditions for suppliers / in the value chain abroad
190,Ethical issues (e.g. corruption)
190,Diversity
190,anti-racism & inclusive societies
190,Polarisation of opinions in society
190,Public health & well-being - people's physical and mental health / ill-health
190,The country's economy
190,Democracy
190,Safe societies
191,Climate change
191,Energy issues / energy efficiency
191,Wars and conflicts in the world
191,Animal health & welfare
191,Ethical issues (e.g. corruption)
191,Diversity
191,anti-racism & inclusive societies
191,Gender equality & feminism
191,Human rights
191,poverty and hunger in the world
191,Public health & well-being - people's physical and mental health / ill-health
191,The country's economy
191,Safe societies
192,Climate change
193,Climate change
193,Energy issues / energy efficiency
193,Wars and conflicts in the world
193,Public health & well-being - people's physical and mental health / ill-health
193,The country's economy
193,Safe societies
194,Climate change
194,Sustainable agriculture & food production
194,Wars and conflicts in the world
194,Animal health & welfare
194,Public health & well-being - people's physical and mental health / ill-health
194,Safe societies
195,Climate change
196,Climate change
196,Labour conditions and opportunities in Sweden
196,Wars and conflicts in the world
196,Diversity
196,anti-racism & inclusive societies
196,Democracy
197,Climate change
197,Biodiversity - animals
197,plants & ecosystems
197,Circular economy - recycling & reuse of materials
197,Sustainable transport
197,Sustainable agriculture & food production
197,Wars and conflicts in the world
197,Labour conditions for suppliers / in the value chain abroad
197,Ethical issues (e.g. corruption)
197,Charitable giving
197,Diversity
197,anti-racism & inclusive societies
197,Gender equality & feminism
197,Human rights
197,poverty and hunger in the world
197,Public health & well-being - people's physical and mental health / ill-health
197,Democracy
197,Safe societies
198,Climate change
198,Biodiversity - animals
198,plants & ecosystems
198,Sustainable finance
198,Sustainable agriculture & food production
198,Wars and conflicts in the world
198,Animal health & welfare
198,Ethical issues (e.g. corruption)
198,Charitable giving
198,Diversity
198,anti-racism & inclusive societies
198,Gender equality & feminism
198,Human rights
198,poverty and hunger in the world
199,Climate change
199,Air & water pollution
199,Labour conditions and opportunities in Sweden
199,Circular economy - recycling & reuse of materials
199,Wars and conflicts in the world
199,Diversity
199,anti-racism & inclusive societies
199,Gender equality & feminism
199,Polarisation of opinions in society
199,Public health & well-being - people's physical and mental health / ill-health
199,The country's economy
199,Safe societies
200,Circular economy - recycling & reuse of materials
200,Energy issues / energy efficiency
200,Wars and conflicts in the world
200,Polarisation of opinions in society
200,The country's economy
200,Democracy
200,Safe societies
201,Climate change
201,Labour conditions and opportunities in Sweden
201,Sustainable transport
201,Energy issues / energy efficiency
201,Sustainable finance
201,Ethical issues (e.g. corruption)
201,Gender equality & feminism
201,Public health & well-being - people's physical and mental health / ill-health
202,Labour conditions and opportunities in Sweden
202,Animal health & welfare
202,Ethical issues (e.g. corruption)
202,Diversity
202,anti-racism & inclusive societies
202,Gender equality & feminism
202,Human rights
202,poverty and hunger in the world
202,Public health & well-being - people's physical and mental health / ill-health
202,The country's economy
202,Democracy
202,Safe societies
203,Climate change
203,Biodiversity - animals
203,plants & ecosystems
203,Air & water pollution
203,Sustainable transport
203,Sustainable agriculture & food production
203,Wars and conflicts in the world
203,Ethical issues (e.g. corruption)
203,Safe societies
204,Climate change
204,Air & water pollution
204,Energy issues / energy efficiency
204,Charitable giving
204,Safe societies
205,Climate change
205,Biodiversity - animals
205,plants & ecosystems
205,Air & water pollution
205,Sustainable agriculture & food production
205,Wars and conflicts in the world
205,Diversity
205,anti-racism & inclusive societies
205,Human rights
205,poverty and hunger in the world
205,Public health & well-being - people's physical and mental health / ill-health
205,Democracy
205,Safe societies
206,Labour conditions and opportunities in Sweden
206,Circular economy - recycling & reuse of materials
206,Sustainable finance
206,Sustainable agriculture & food production
206,Wars and conflicts in the world
206,Labour conditions for suppliers / in the value chain abroad
206,Ethical issues (e.g. corruption)
206,Diversity
206,anti-racism & inclusive societies
206,Gender equality & feminism
206,Human rights
206,poverty and hunger in the world
206,Polarisation of opinions in society
206,Public health & well-being - people's physical and mental health / ill-health
206,The country's economy
206,Democracy
207,Labour conditions and opportunities in Sweden
207,Wars and conflicts in the world
207,Labour conditions for suppliers / in the value chain abroad
207,Diversity
207,anti-racism & inclusive societies
207,Gender equality & feminism
207,Democracy
208,Climate change
208,Air & water pollution
208,Labour conditions and opportunities in Sweden
208,Circular economy - recycling & reuse of materials
208,Energy issues / energy efficiency
208,Labour conditions for suppliers / in the value chain abroad
208,Ethical issues (e.g. corruption)
208,Diversity
208,anti-racism & inclusive societies
208,Public health & well-being - people's physical and mental health / ill-health
208,Democracy
208,Safe societies
209,Climate change
209,Biodiversity - animals
209,plants & ecosystems
209,Air & water pollution
209,Circular economy - recycling & reuse of materials
209,Sustainable agriculture & food production
209,Wars and conflicts in the world
209,Animal health & welfare
209,Ethical issues (e.g. corruption)
209,Charitable giving
209,Diversity
209,anti-racism & inclusive societies
209,Human rights
209,poverty and hunger in the world
209,Polarisation of opinions in society
209,Public health & well-being - people's physical and mental health / ill-health
209,The country's economy
209,Democracy
210,Climate change
210,Biodiversity - animals
210,plants & ecosystems
210,Air & water pollution
210,Labour conditions and opportunities in Sweden
210,Circular economy - recycling & reuse of materials
210,Energy issues / energy efficiency
210,Sustainable agriculture & food production
210,Wars and conflicts in the world
210,Animal health & welfare
210,Public health & well-being - people's physical and mental health / ill-health
210,Safe societies
211,Climate change
211,Air & water pollution
211,Circular economy - recycling & reuse of materials
211,Energy issues / energy efficiency
211,Sustainable finance
211,Wars and conflicts in the world
211,Animal health & welfare
211,Public health & well-being - people's physical and mental health / ill-health
211,Democracy
212,Air & water pollution
212,Labour conditions and opportunities in Sweden
212,Circular economy - recycling & reuse of materials
212,Energy issues / energy efficiency
212,Sustainable finance
212,Sustainable agriculture & food production
212,Wars and conflicts in the world
212,Labour conditions for suppliers / in the value chain abroad
212,Ethical issues (e.g. corruption)
212,Human rights
212,poverty and hunger in the world
212,The country's economy
212,Democracy
212,Safe societies
213,Climate change
213,Circular economy - recycling & reuse of materials
213,Diversity
213,anti-racism & inclusive societies
214,Sustainable agriculture & food production
214,Animal health & welfare
214,Labour conditions for suppliers / in the value chain abroad
214,Ethical issues (e.g. corruption)
214,Human rights
214,poverty and hunger in the world
214,Public health & well-being - people's physical and mental health / ill-health
214,Democracy
214,Safe societies
215,Climate change
215,Sustainable finance
215,Democracy
216,Energy issues / energy efficiency
216,Wars and conflicts in the world
216,Labour conditions for suppliers / in the value chain abroad
216,Human rights
216,poverty and hunger in the world
216,Public health & well-being - people's physical and mental health / ill-health
216,The country's economy
216,Safe societies
217,Climate change
217,Biodiversity - animals
217,plants & ecosystems
217,Air & water pollution
217,Circular economy - recycling & reuse of materials
217,Energy issues / energy efficiency
217,Sustainable agriculture & food production
217,Labour conditions for suppliers / in the value chain abroad
217,Ethical issues (e.g. corruption)
217,Diversity
217,anti-racism & inclusive societies
217,Gender equality & feminism
217,Human rights
217,poverty and hunger in the world
217,Democracy
218,Energy issues / energy efficiency
218,Wars and conflicts in the world
218,Labour conditions for suppliers / in the value chain abroad
218,Charitable giving
218,Public health & well-being - people's physical and mental health / ill-health
218,Democracy
219,Climate change
219,Air & water pollution
219,Sustainable transport
219,Energy issues / energy efficiency
219,Wars and conflicts in the world
219,Gender equality & feminism
219,Polarisation of opinions in society
219,The country's economy
219,Democracy
220,Climate change
220,Circular economy - recycling & reuse of materials
220,Energy issues / energy efficiency
220,Wars and conflicts in the world
220,Animal health & welfare
220,Gender equality & feminism
220,Human rights
220,poverty and hunger in the world
220,Safe societies
221,Biodiversity - animals
221,plants & ecosystems
221,Labour conditions and opportunities in Sweden
221,Circular economy - recycling & reuse of materials
221,Sustainable agriculture & food production
221,Wars and conflicts in the world
221,Animal health & welfare
221,Ethical issues (e.g. corruption)
221,Polarisation of opinions in society
221,Democracy
222,Climate change
222,Biodiversity - animals
222,plants & ecosystems
222,Air & water pollution
222,Labour conditions and opportunities in Sweden
222,Circular economy - recycling & reuse of materials
222,Energy issues / energy efficiency
222,Sustainable finance
222,Sustainable agriculture & food production
222,Wars and conflicts in the world
222,Animal health & welfare
222,Ethical issues (e.g. corruption)
222,Charitable giving
222,Diversity
222,anti-racism & inclusive societies
222,Gender equality & feminism
222,Human rights
222,poverty and hunger in the world
222,Polarisation of opinions in society
222,Public health & well-being - people's physical and mental health / ill-health
222,The country's economy
222,Democracy
222,Safe societies
222,Other:
223,Circular economy - recycling & reuse of materials
223,Polarisation of opinions in society
224,Climate change
224,Biodiversity - animals
224,plants & ecosystems
224,Air & water pollution
224,Labour conditions and opportunities in Sweden
224,Circular economy - recycling & reuse of materials
224,Sustainable transport
224,Energy issues / energy efficiency
224,Sustainable finance
224,Sustainable agriculture & food production
224,Wars and conflicts in the world
224,Labour conditions for suppliers / in the value chain abroad
224,Ethical issues (e.g. corruption)
224,Charitable giving
224,Diversity
224,anti-racism & inclusive societies
224,Gender equality & feminism
224,Human rights
224,poverty and hunger in the world
224,Polarisation of opinions in society
224,Public health & well-being - people's physical and mental health / ill-health
224,The country's economy
224,Democracy
224,Safe societies
225,Sustainable transport
225,Energy issues / energy efficiency
225,Sustainable finance
225,Sustainable agriculture & food production
225,Ethical issues (e.g. corruption)
225,Charitable giving
225,Diversity
225,anti-racism & inclusive societies
225,Human rights
225,poverty and hunger in the world
225,Polarisation of opinions in society
225,Public health & well-being - people's physical and mental health / ill-health
225,Safe societies
226,Circular economy - recycling & reuse of materials
226,Energy issues / energy efficiency
226,Wars and conflicts in the world
226,Charitable giving
226,Human rights
226,poverty and hunger in the world
226,Public health & well-being - people's physical and mental health / ill-health
226,Safe societies
227,Biodiversity - animals
227,plants & ecosystems
227,Labour conditions and opportunities in Sweden
227,Energy issues / energy efficiency
227,Sustainable agriculture & food production
227,Diversity
227,anti-racism & inclusive societies
227,Human rights
227,poverty and hunger in the world
227,Polarisation of opinions in society
227,Public health & well-being - people's physical and mental health / ill-health
227,Safe societies
228,Climate change
228,Biodiversity - animals
228,plants & ecosystems
228,Circular economy - recycling & reuse of materials
228,Sustainable transport
228,Human rights
228,poverty and hunger in the world
228,Public health & well-being - people's physical and mental health / ill-health
228,The country's economy
228,Safe societies
229,Climate change
229,Air & water pollution
229,Sustainable transport
229,Energy issues / energy efficiency
229,Sustainable agriculture & food production
229,Polarisation of opinions in society
230,Climate change
230,Air & water pollution
230,Sustainable transport
230,Energy issues / energy efficiency
230,Wars and conflicts in the world
230,Human rights
230,poverty and hunger in the world
230,Public health & well-being - people's physical and mental health / ill-health
230,Democracy
231,Climate change
231,Circular economy - recycling & reuse of materials
231,Sustainable transport
231,Energy issues / energy efficiency
231,Wars and conflicts in the world
231,Animal health & welfare
231,Public health & well-being - people's physical and mental health / ill-health
231,Democracy
232,Circular economy - recycling & reuse of materials
232,Sustainable transport
232,Energy issues / energy efficiency
232,Sustainable finance
232,Wars and conflicts in the world
232,Animal health & welfare
232,Human rights
232,poverty and hunger in the world
232,The country's economy
232,Democracy
232,Safe societies
233,Climate change
233,Sustainable finance
233,Wars and conflicts in the world
233,Safe societies
234,Air & water pollution
234,Circular economy - recycling & reuse of materials
235,Climate change
235,Air & water pollution
235,Energy issues / energy efficiency
235,Wars and conflicts in the world
235,Ethical issues (e.g. corruption)
235,Human rights
235,poverty and hunger in the world
235,Public health & well-being - people's physical and mental health / ill-health
235,Safe societies
236,Labour conditions and opportunities in Sweden
236,Wars and conflicts in the world
236,Diversity
236,anti-racism & inclusive societies
237,Climate change
237,Energy issues / energy efficiency
237,Wars and conflicts in the world
237,Animal health & welfare
237,Safe societies
238,Climate change
238,Circular economy - recycling & reuse of materials
238,Sustainable transport
238,Wars and conflicts in the world
238,Public health & well-being - people's physical and mental health / ill-health
239,Climate change
239,Biodiversity - animals
239,plants & ecosystems
239,Wars and conflicts in the world
239,Animal health & welfare
239,Labour conditions for suppliers / in the value chain abroad
239,Diversity
239,anti-racism & inclusive societies
239,Human rights
239,poverty and hunger in the world
239,Public health & well-being - people's physical and mental health / ill-health
240,Air & water pollution
240,Energy issues / energy efficiency
240,Animal health & welfare
240,Ethical issues (e.g. corruption)
240,Charitable giving
240,The country's economy
240,Democracy
240,Safe societies
241,Climate change
241,Energy issues / energy efficiency
241,Wars and conflicts in the world
242,Climate change
242,Labour conditions and opportunities in Sweden
242,Circular economy - recycling & reuse of materials
242,Energy issues / energy efficiency
242,Wars and conflicts in the world
242,Other:
243,Wars and conflicts in the world
243,Polarisation of opinions in society
243,Democracy
244,Climate change
244,Air & water pollution
244,Labour conditions and opportunities in Sweden
244,Energy issues / energy efficiency
244,Labour conditions for suppliers / in the value chain abroad
244,Gender equality & feminism
244,Human rights
244,poverty and hunger in the world
244,Public health & well-being - people's physical and mental health / ill-health
244,The country's economy
244,Democracy
245,Climate change
245,Biodiversity - animals
245,plants & ecosystems
245,Circular economy - recycling & reuse of materials
245,Sustainable transport
245,Sustainable agriculture & food production
245,Animal health & welfare
245,Human rights
245,poverty and hunger in the world
245,Democracy
246,Labour conditions and opportunities in Sweden
246,Wars and conflicts in the world
247,Climate change
247,Air & water pollution
247,Sustainable transport
247,Sustainable agriculture & food production
247,Wars and conflicts in the world
247,Labour conditions for suppliers / in the value chain abroad
247,Diversity
247,anti-racism & inclusive societies
247,Gender equality & feminism
247,Polarisation of opinions in society
247,Public health & well-being - people's physical and mental health / ill-health
247,The country's economy
247,Democracy
247,Safe societies
248,Climate change
248,Circular economy - recycling & reuse of materials
248,Energy issues / energy efficiency
248,Sustainable finance
248,Wars and conflicts in the world
248,Labour conditions for suppliers / in the value chain abroad
248,Ethical issues (e.g. corruption)
248,Diversity
248,anti-racism & inclusive societies
248,Gender equality & feminism
248,Polarisation of opinions in society
248,Public health & well-being - people's physical and mental health / ill-health
248,Democracy
248,Safe societies
249,Sustainable transport
249,Wars and conflicts in the world
249,Ethical issues (e.g. corruption)
249,Human rights
249,poverty and hunger in the world
250,Climate change
250,Biodiversity - animals
250,plants & ecosystems
250,Air & water pollution
250,Labour conditions and opportunities in Sweden
250,Circular economy - recycling & reuse of materials
250,Sustainable transport
250,Energy issues / energy efficiency
250,Sustainable finance
250,Wars and conflicts in the world
250,Labour conditions for suppliers / in the value chain abroad
250,Ethical issues (e.g. corruption)
250,Diversity
250,anti-racism & inclusive societies
250,Gender equality & feminism
250,Human rights
250,poverty and hunger in the world
250,Polarisation of opinions in society
250,The country's economy
250,Democracy
250,Safe societies
251,Circular economy - recycling & reuse of materials
251,Sustainable finance
251,Public health & well-being - people's physical and mental health / ill-health
251,Democracy
252,Climate change
252,Biodiversity - animals
252,plants & ecosystems
252,Labour conditions and opportunities in Sweden
252,Circular economy - recycling & reuse of materials
252,Sustainable finance
252,Sustainable agriculture & food production
252,Wars and conflicts in the world
252,Animal health & welfare
252,Ethical issues (e.g. corruption)
252,Gender equality & feminism
252,Human rights
252,poverty and hunger in the world
252,Public health & well-being - people's physical and mental health / ill-health
252,The country's economy
252,Safe societies
253,Biodiversity - animals
253,plants & ecosystems
253,Labour conditions and opportunities in Sweden
253,Energy issues / energy efficiency
253,Wars and conflicts in the world
253,Animal health & welfare
253,Charitable giving
253,Human rights
253,poverty and hunger in the world
253,Public health & well-being - people's physical and mental health / ill-health
253,The country's economy
253,Safe societies
254,Climate change
254,Labour conditions and opportunities in Sweden
254,Sustainable transport
254,Sustainable finance
254,Public health & well-being - people's physical and mental health / ill-health
254,Safe societies
255,Energy issues / energy efficiency
255,Wars and conflicts in the world
255,Public health & well-being - people's physical and mental health / ill-health
255,The country's economy
256,Climate change
256,Labour conditions and opportunities in Sweden
256,Sustainable transport
256,Energy issues / energy efficiency
256,Sustainable finance
256,Wars and conflicts in the world
256,Gender equality & feminism
256,Public health & well-being - people's physical and mental health / ill-health
256,The country's economy
256,Safe societies
257,Climate change
257,Biodiversity - animals
257,plants & ecosystems
257,Air & water pollution
257,Labour conditions and opportunities in Sweden
257,Circular economy - recycling & reuse of materials
257,Sustainable transport
257,Energy issues / energy efficiency
257,Sustainable agriculture & food production
257,Animal health & welfare
257,Labour conditions for suppliers / in the value chain abroad
257,Ethical issues (e.g. corruption)
257,Diversity
257,anti-racism & inclusive societies
257,Gender equality & feminism
257,Human rights
257,poverty and hunger in the world
257,Polarisation of opinions in society
257,Public health & well-being - people's physical and mental health / ill-health
257,The country's economy
257,Democracy
258,Climate change
258,Labour conditions and opportunities in Sweden
258,Energy issues / energy efficiency
258,Sustainable finance
258,Wars and conflicts in the world
258,Ethical issues (e.g. corruption)
258,Charitable giving
258,Diversity
258,anti-racism & inclusive societies
258,Polarisation of opinions in society
258,Safe societies
259,Climate change
259,Biodiversity - animals
259,plants & ecosystems
259,Air & water pollution
259,Labour conditions and opportunities in Sweden
259,Circular economy - recycling & reuse of materials
259,Sustainable transport
259,Energy issues / energy efficiency
259,Sustainable agriculture & food production
259,Wars and conflicts in the world
259,Animal health & welfare
259,Labour conditions for suppliers / in the value chain abroad
259,Ethical issues (e.g. corruption)
259,Human rights
259,poverty and hunger in the world
259,Public health & well-being - people's physical and mental health / ill-health
260,Climate change
260,Circular economy - recycling & reuse of materials
260,Sustainable transport
260,Public health & well-being - people's physical and mental health / ill-health
260,The country's economy
260,Democracy
261,Climate change
261,Biodiversity - animals
261,plants & ecosystems
261,Air & water pollution
261,Labour conditions and opportunities in Sweden
261,Circular economy - recycling & reuse of materials
261,Sustainable transport
261,Energy issues / energy efficiency
261,Sustainable agriculture & food production
261,Wars and conflicts in the world
261,Animal health & welfare
261,Labour conditions for suppliers / in the value chain abroad
261,Ethical issues (e.g. corruption)
261,Diversity
261,anti-racism & inclusive societies
261,Gender equality & feminism
261,Human rights
261,poverty and hunger in the world
261,Public health & well-being - people's physical and mental health / ill-health
261,The country's economy
261,Democracy
261,Safe societies
262,Climate change
