respondent_id,brand,perception_type,perception
25,Quality Hotel,general,5. Very positive perception
26,Quality Hotel,general,5. Very positive perception
27,Quality Hotel,general,4. Fairly positive perception
29,Quality Hotel,general,5. Very positive perception
34,Quality Hotel,general,3. Neither positive nor negative perception
37,Quality Hotel,general,3. Neither positive nor negative perception
40,Quality Hotel,general,I Don´t know the company
42,Quality Hotel,general,3. Neither positive nor negative perception
46,Quality Hotel,general,4. Fairly positive perception
51,Quality Hotel,general,4. Fairly positive perception
54,Quality Hotel,general,I Don´t know the company
58,Quality Hotel,general,5. Very positive perception
60,Quality Hotel,general,I Don´t know the company
63,Quality Hotel,general,4. Fairly positive perception
68,Quality Hotel,general,3. Neither positive nor negative perception
72,Quality Hotel,general,4. Fairly positive perception
74,Quality Hotel,general,I Don´t know the company
77,Quality Hotel,general,5. Very positive perception
79,Quality Hotel,general,4. Fairly positive perception
80,Quality Hotel,general,3. Neither positive nor negative perception
82,Quality Hotel,general,4. Fairly positive perception
85,Quality Hotel,general,4. Fairly positive perception
86,Quality Hotel,general,3. Neither positive nor negative perception
88,Quality Hotel,general,3. Neither positive nor negative perception
92,Quality Hotel,general,5. Very positive perception
96,Quality Hotel,general,4. Fairly positive perception
97,Quality Hotel,general,4. Fairly positive perception
101,Quality Hotel,general,I Don´t know the company
104,Quality Hotel,general,5. Very positive perception
106,Quality Hotel,general,5. Very positive perception
107,Quality Hotel,general,3. Neither positive nor negative perception
108,Quality Hotel,general,3. Neither positive nor negative perception
111,Quality Hotel,general,4. Fairly positive perception
115,Quality Hotel,general,5. Very positive perception
116,Quality Hotel,general,5. Very positive perception
119,Quality Hotel,general,4. Fairly positive perception
120,Quality Hotel,general,4. Fairly positive perception
121,Quality Hotel,general,I Don´t know the company
123,Quality Hotel,general,4. Fairly positive perception
127,Quality Hotel,general,4. Fairly positive perception
128,Quality Hotel,general,3. Neither positive nor negative perception
130,Quality Hotel,general,3. Neither positive nor negative perception
132,Quality Hotel,general,4. Fairly positive perception
133,Quality Hotel,general,4. Fairly positive perception
135,Quality Hotel,general,3. Neither positive nor negative perception
137,Quality Hotel,general,3. Neither positive nor negative perception
142,Quality Hotel,general,4. Fairly positive perception
143,Quality Hotel,general,3. Neither positive nor negative perception
144,Quality Hotel,general,5. Very positive perception
146,Quality Hotel,general,I Don´t know the company
147,Quality Hotel,general,4. Fairly positive perception
148,Quality Hotel,general,I Don´t know the company
150,Quality Hotel,general,4. Fairly positive perception
152,Quality Hotel,general,3. Neither positive nor negative perception
159,Quality Hotel,general,3. Neither positive nor negative perception
160,Quality Hotel,general,4. Fairly positive perception
161,Quality Hotel,general,4. Fairly positive perception
162,Quality Hotel,general,5. Very positive perception
164,Quality Hotel,general,4. Fairly positive perception
165,Quality Hotel,general,4. Fairly positive perception
167,Quality Hotel,general,2. Somewhat negative perception
170,Quality Hotel,general,3. Neither positive nor negative perception
172,Quality Hotel,general,5. Very positive perception
173,Quality Hotel,general,4. Fairly positive perception
174,Quality Hotel,general,I Don´t know the company
179,Quality Hotel,general,5. Very positive perception
181,Quality Hotel,general,4. Fairly positive perception
182,Quality Hotel,general,4. Fairly positive perception
184,Quality Hotel,general,5. Very positive perception
185,Quality Hotel,general,5. Very positive perception
186,Quality Hotel,general,5. Very positive perception
187,Quality Hotel,general,4. Fairly positive perception
188,Quality Hotel,general,4. Fairly positive perception
189,Quality Hotel,general,4. Fairly positive perception
193,Quality Hotel,general,4. Fairly positive perception
194,Quality Hotel,general,4. Fairly positive perception
195,Quality Hotel,general,4. Fairly positive perception
196,Quality Hotel,general,5. Very positive perception
197,Quality Hotel,general,I Don´t know the company
199,Quality Hotel,general,3. Neither positive nor negative perception
200,Quality Hotel,general,2. Somewhat negative perception
203,Quality Hotel,general,2. Somewhat negative perception
207,Quality Hotel,general,5. Very positive perception
208,Quality Hotel,general,5. Very positive perception
209,Quality Hotel,general,5. Very positive perception
210,Quality Hotel,general,4. Fairly positive perception
211,Quality Hotel,general,5. Very positive perception
214,Quality Hotel,general,4. Fairly positive perception
215,Quality Hotel,general,4. Fairly positive perception
217,Quality Hotel,general,4. Fairly positive perception
226,Quality Hotel,general,4. Fairly positive perception
227,Quality Hotel,general,5. Very positive perception
230,Quality Hotel,general,4. Fairly positive perception
231,Quality Hotel,general,4. Fairly positive perception
233,Quality Hotel,general,5. Very positive perception
236,Quality Hotel,general,5. Very positive perception
237,Quality Hotel,general,5. Very positive perception
238,Quality Hotel,general,4. Fairly positive perception
240,Quality Hotel,general,4. Fairly positive perception
241,Quality Hotel,general,3. Neither positive nor negative perception
243,Quality Hotel,general,5. Very positive perception
245,Quality Hotel,general,3. Neither positive nor negative perception
246,Quality Hotel,general,4. Fairly positive perception
247,Quality Hotel,general,4. Fairly positive perception
250,Quality Hotel,general,4. Fairly positive perception
251,Quality Hotel,general,4. Fairly positive perception
252,Quality Hotel,general,4. Fairly positive perception
253,Quality Hotel,general,5. Very positive perception
255,Quality Hotel,general,3. Neither positive nor negative perception
256,Quality Hotel,general,4. Fairly positive perception
258,Quality Hotel,general,5. Very positive perception
264,Quality Hotel,general,4. Fairly positive perception
266,Quality Hotel,general,3. Neither positive nor negative perception
268,Quality Hotel,general,4. Fairly positive perception
270,Quality Hotel,general,2. Somewhat negative perception
271,Quality Hotel,general,4. Fairly positive perception
274,Quality Hotel,general,3. Neither positive nor negative perception
279,Quality Hotel,general,4. Fairly positive perception
280,Quality Hotel,general,4. Fairly positive perception
281,Quality Hotel,general,5. Very positive perception
282,Quality Hotel,general,4. Fairly positive perception
283,Quality Hotel,general,3. Neither positive nor negative perception
284,Quality Hotel,general,4. Fairly positive perception
286,Quality Hotel,general,5. Very positive perception
287,Quality Hotel,general,5. Very positive perception
289,Quality Hotel,general,5. Very positive perception
290,Quality Hotel,general,4. Fairly positive perception
292,Quality Hotel,general,4. Fairly positive perception
295,Quality Hotel,general,3. Neither positive nor negative perception
297,Quality Hotel,general,4. Fairly positive perception
300,Quality Hotel,general,4. Fairly positive perception
302,Quality Hotel,general,5. Very positive perception
304,Quality Hotel,general,4. Fairly positive perception
306,Quality Hotel,general,5. Very positive perception
308,Quality Hotel,general,4. Fairly positive perception
311,Quality Hotel,general,3. Neither positive nor negative perception
314,Quality Hotel,general,5. Very positive perception
315,Quality Hotel,general,4. Fairly positive perception
319,Quality Hotel,general,4. Fairly positive perception
320,Quality Hotel,general,4. Fairly positive perception
323,Quality Hotel,general,2. Somewhat negative perception
329,Quality Hotel,general,5. Very positive perception
330,Quality Hotel,general,5. Very positive perception
334,Quality Hotel,general,5. Very positive perception
336,Quality Hotel,general,4. Fairly positive perception
337,Quality Hotel,general,5. Very positive perception
339,Quality Hotel,general,4. Fairly positive perception
341,Quality Hotel,general,4. Fairly positive perception
342,Quality Hotel,general,4. Fairly positive perception
346,Quality Hotel,general,4. Fairly positive perception
348,Quality Hotel,general,4. Fairly positive perception
350,Quality Hotel,general,4. Fairly positive perception
352,Quality Hotel,general,5. Very positive perception
353,Quality Hotel,general,I Don´t know the company
359,Quality Hotel,general,4. Fairly positive perception
362,Quality Hotel,general,4. Fairly positive perception
363,Quality Hotel,general,3. Neither positive nor negative perception
364,Quality Hotel,general,4. Fairly positive perception
365,Quality Hotel,general,5. Very positive perception
369,Quality Hotel,general,4. Fairly positive perception
371,Quality Hotel,general,4. Fairly positive perception
377,Quality Hotel,general,5. Very positive perception
378,Quality Hotel,general,5. Very positive perception
380,Quality Hotel,general,4. Fairly positive perception
381,Quality Hotel,general,3. Neither positive nor negative perception
383,Quality Hotel,general,5. Very positive perception
384,Quality Hotel,general,I Don´t know the company
390,Quality Hotel,general,5. Very positive perception
391,Quality Hotel,general,3. Neither positive nor negative perception
393,Quality Hotel,general,5. Very positive perception
395,Quality Hotel,general,4. Fairly positive perception
396,Quality Hotel,general,4. Fairly positive perception
397,Quality Hotel,general,5. Very positive perception
399,Quality Hotel,general,4. Fairly positive perception
400,Quality Hotel,general,3. Neither positive nor negative perception
401,Quality Hotel,general,5. Very positive perception
404,Quality Hotel,general,3. Neither positive nor negative perception
405,Quality Hotel,general,4. Fairly positive perception
406,Quality Hotel,general,5. Very positive perception
413,Quality Hotel,general,4. Fairly positive perception
414,Quality Hotel,general,5. Very positive perception
417,Quality Hotel,general,2. Somewhat negative perception
420,Quality Hotel,general,4. Fairly positive perception
421,Quality Hotel,general,4. Fairly positive perception
427,Quality Hotel,general,4. Fairly positive perception
429,Quality Hotel,general,5. Very positive perception
430,Quality Hotel,general,4. Fairly positive perception
431,Quality Hotel,general,5. Very positive perception
436,Quality Hotel,general,4. Fairly positive perception
437,Quality Hotel,general,4. Fairly positive perception
438,Quality Hotel,general,3. Neither positive nor negative perception
440,Quality Hotel,general,5. Very positive perception
442,Quality Hotel,general,5. Very positive perception
446,Quality Hotel,general,4. Fairly positive perception
448,Quality Hotel,general,5. Very positive perception
451,Quality Hotel,general,4. Fairly positive perception
453,Quality Hotel,general,3. Neither positive nor negative perception
455,Quality Hotel,general,4. Fairly positive perception
457,Quality Hotel,general,5. Very positive perception
461,Quality Hotel,general,3. Neither positive nor negative perception
462,Quality Hotel,general,4. Fairly positive perception
466,Quality Hotel,general,5. Very positive perception
467,Quality Hotel,general,4. Fairly positive perception
468,Quality Hotel,general,5. Very positive perception
470,Quality Hotel,general,4. Fairly positive perception
471,Quality Hotel,general,3. Neither positive nor negative perception
473,Quality Hotel,general,5. Very positive perception
475,Quality Hotel,general,5. Very positive perception
477,Quality Hotel,general,5. Very positive perception
479,Quality Hotel,general,4. Fairly positive perception
482,Quality Hotel,general,4. Fairly positive perception
483,Quality Hotel,general,5. Very positive perception
484,Quality Hotel,general,4. Fairly positive perception
489,Quality Hotel,general,5. Very positive perception
491,Quality Hotel,general,5. Very positive perception
495,Quality Hotel,general,4. Fairly positive perception
496,Quality Hotel,general,4. Fairly positive perception
497,Quality Hotel,general,5. Very positive perception
499,Quality Hotel,general,5. Very positive perception
501,Quality Hotel,general,5. Very positive perception
502,Quality Hotel,general,5. Very positive perception
505,Quality Hotel,general,3. Neither positive nor negative perception
506,Quality Hotel,general,4. Fairly positive perception
509,Quality Hotel,general,4. Fairly positive perception
510,Quality Hotel,general,3. Neither positive nor negative perception
511,Quality Hotel,general,I Don´t know the company
512,Quality Hotel,general,4. Fairly positive perception
514,Quality Hotel,general,5. Very positive perception
515,Quality Hotel,general,I Don´t know the company
516,Quality Hotel,general,5. Very positive perception
521,Quality Hotel,general,4. Fairly positive perception
522,Quality Hotel,general,4. Fairly positive perception
523,Quality Hotel,general,4. Fairly positive perception
527,Quality Hotel,general,4. Fairly positive perception
530,Quality Hotel,general,3. Neither positive nor negative perception
536,Quality Hotel,general,4. Fairly positive perception
537,Quality Hotel,general,4. Fairly positive perception
539,Quality Hotel,general,5. Very positive perception
540,Quality Hotel,general,3. Neither positive nor negative perception
542,Quality Hotel,general,4. Fairly positive perception
543,Quality Hotel,general,4. Fairly positive perception
545,Quality Hotel,general,5. Very positive perception
547,Quality Hotel,general,4. Fairly positive perception
550,Quality Hotel,general,3. Neither positive nor negative perception
551,Quality Hotel,general,4. Fairly positive perception
552,Quality Hotel,general,4. Fairly positive perception
554,Quality Hotel,general,5. Very positive perception
556,Quality Hotel,general,3. Neither positive nor negative perception
558,Quality Hotel,general,5. Very positive perception
560,Quality Hotel,general,4. Fairly positive perception
561,Quality Hotel,general,3. Neither positive nor negative perception
563,Quality Hotel,general,5. Very positive perception
564,Quality Hotel,general,I Don´t know the company
565,Quality Hotel,general,5. Very positive perception
567,Quality Hotel,general,3. Neither positive nor negative perception
570,Quality Hotel,general,4. Fairly positive perception
571,Quality Hotel,general,5. Very positive perception
572,Quality Hotel,general,4. Fairly positive perception
573,Quality Hotel,general,5. Very positive perception
577,Quality Hotel,general,4. Fairly positive perception
583,Quality Hotel,general,I Don´t know the company
585,Quality Hotel,general,5. Very positive perception
586,Quality Hotel,general,5. Very positive perception
588,Quality Hotel,general,I Don´t know the company
591,Quality Hotel,general,5. Very positive perception
593,Quality Hotel,general,4. Fairly positive perception
594,Quality Hotel,general,4. Fairly positive perception
595,Quality Hotel,general,4. Fairly positive perception
600,Quality Hotel,general,5. Very positive perception
601,Quality Hotel,general,4. Fairly positive perception
606,Quality Hotel,general,4. Fairly positive perception
608,Quality Hotel,general,5. Very positive perception
609,Quality Hotel,general,5. Very positive perception
613,Quality Hotel,general,5. Very positive perception
616,Quality Hotel,general,5. Very positive perception
617,Quality Hotel,general,4. Fairly positive perception
618,Quality Hotel,general,5. Very positive perception
620,Quality Hotel,general,4. Fairly positive perception
622,Quality Hotel,general,4. Fairly positive perception
624,Quality Hotel,general,5. Very positive perception
626,Quality Hotel,general,3. Neither positive nor negative perception
632,Quality Hotel,general,5. Very positive perception
637,Quality Hotel,general,4. Fairly positive perception
638,Quality Hotel,general,3. Neither positive nor negative perception
639,Quality Hotel,general,3. Neither positive nor negative perception
643,Quality Hotel,general,5. Very positive perception
644,Quality Hotel,general,5. Very positive perception
646,Quality Hotel,general,I Don´t know the company
648,Quality Hotel,general,5. Very positive perception
1,GoodMorning Hotels,general,4. Fairly positive perception
3,GoodMorning Hotels,general,3. Neither positive nor negative perception
5,GoodMorning Hotels,general,3. Neither positive nor negative perception
7,GoodMorning Hotels,general,3. Neither positive nor negative perception
8,GoodMorning Hotels,general,2. Somewhat negative perception
13,GoodMorning Hotels,general,I Don´t know the company
14,GoodMorning Hotels,general,3. Neither positive nor negative perception
16,GoodMorning Hotels,general,3. Neither positive nor negative perception
18,GoodMorning Hotels,general,I Don´t know the company
20,GoodMorning Hotels,general,2. Somewhat negative perception
24,GoodMorning Hotels,general,I Don´t know the company
25,GoodMorning Hotels,general,I Don´t know the company
26,GoodMorning Hotels,general,3. Neither positive nor negative perception
27,GoodMorning Hotels,general,I Don´t know the company
29,GoodMorning Hotels,general,4. Fairly positive perception
34,GoodMorning Hotels,general,3. Neither positive nor negative perception
37,GoodMorning Hotels,general,3. Neither positive nor negative perception
40,GoodMorning Hotels,general,I Don´t know the company
42,GoodMorning Hotels,general,3. Neither positive nor negative perception
46,GoodMorning Hotels,general,2. Somewhat negative perception
51,GoodMorning Hotels,general,3. Neither positive nor negative perception
54,GoodMorning Hotels,general,I Don´t know the company
58,GoodMorning Hotels,general,I Don´t know the company
60,GoodMorning Hotels,general,I Don´t know the company
63,GoodMorning Hotels,general,I Don´t know the company
68,GoodMorning Hotels,general,3. Neither positive nor negative perception
72,GoodMorning Hotels,general,3. Neither positive nor negative perception
74,GoodMorning Hotels,general,3. Neither positive nor negative perception
77,GoodMorning Hotels,general,I Don´t know the company
79,GoodMorning Hotels,general,I Don´t know the company
80,GoodMorning Hotels,general,3. Neither positive nor negative perception
82,GoodMorning Hotels,general,4. Fairly positive perception
85,GoodMorning Hotels,general,3. Neither positive nor negative perception
86,GoodMorning Hotels,general,3. Neither positive nor negative perception
88,GoodMorning Hotels,general,2. Somewhat negative perception
92,GoodMorning Hotels,general,4. Fairly positive perception
96,GoodMorning Hotels,general,2. Somewhat negative perception
97,GoodMorning Hotels,general,I Don´t know the company
101,GoodMorning Hotels,general,I Don´t know the company
104,GoodMorning Hotels,general,4. Fairly positive perception
106,GoodMorning Hotels,general,3. Neither positive nor negative perception
107,GoodMorning Hotels,general,3. Neither positive nor negative perception
108,GoodMorning Hotels,general,1. Very negative perception
111,GoodMorning Hotels,general,I Don´t know the company
115,GoodMorning Hotels,general,3. Neither positive nor negative perception
116,GoodMorning Hotels,general,I Don´t know the company
119,GoodMorning Hotels,general,2. Somewhat negative perception
120,GoodMorning Hotels,general,2. Somewhat negative perception
121,GoodMorning Hotels,general,I Don´t know the company
123,GoodMorning Hotels,general,I Don´t know the company
127,GoodMorning Hotels,general,3. Neither positive nor negative perception
128,GoodMorning Hotels,general,4. Fairly positive perception
130,GoodMorning Hotels,general,I Don´t know the company
132,GoodMorning Hotels,general,3. Neither positive nor negative perception
133,GoodMorning Hotels,general,3. Neither positive nor negative perception
135,GoodMorning Hotels,general,I Don´t know the company
137,GoodMorning Hotels,general,I Don´t know the company
142,GoodMorning Hotels,general,2. Somewhat negative perception
143,GoodMorning Hotels,general,3. Neither positive nor negative perception
144,GoodMorning Hotels,general,3. Neither positive nor negative perception
146,GoodMorning Hotels,general,I Don´t know the company
147,GoodMorning Hotels,general,I Don´t know the company
148,GoodMorning Hotels,general,I Don´t know the company
150,GoodMorning Hotels,general,3. Neither positive nor negative perception
152,GoodMorning Hotels,general,3. Neither positive nor negative perception
159,GoodMorning Hotels,general,3. Neither positive nor negative perception
160,GoodMorning Hotels,general,3. Neither positive nor negative perception
161,GoodMorning Hotels,general,3. Neither positive nor negative perception
162,GoodMorning Hotels,general,I Don´t know the company
164,GoodMorning Hotels,general,4. Fairly positive perception
165,GoodMorning Hotels,general,4. Fairly positive perception
167,GoodMorning Hotels,general,I Don´t know the company
170,GoodMorning Hotels,general,3. Neither positive nor negative perception
172,GoodMorning Hotels,general,I Don´t know the company
173,GoodMorning Hotels,general,3. Neither positive nor negative perception
174,GoodMorning Hotels,general,I Don´t know the company
179,GoodMorning Hotels,general,4. Fairly positive perception
181,GoodMorning Hotels,general,I Don´t know the company
182,GoodMorning Hotels,general,2. Somewhat negative perception
184,GoodMorning Hotels,general,I Don´t know the company
185,GoodMorning Hotels,general,I Don´t know the company
186,GoodMorning Hotels,general,5. Very positive perception
187,GoodMorning Hotels,general,3. Neither positive nor negative perception
188,GoodMorning Hotels,general,3. Neither positive nor negative perception
189,GoodMorning Hotels,general,I Don´t know the company
193,GoodMorning Hotels,general,1. Very negative perception
194,GoodMorning Hotels,general,2. Somewhat negative perception
195,GoodMorning Hotels,general,4. Fairly positive perception
196,GoodMorning Hotels,general,3. Neither positive nor negative perception
197,GoodMorning Hotels,general,4. Fairly positive perception
199,GoodMorning Hotels,general,3. Neither positive nor negative perception
200,GoodMorning Hotels,general,2. Somewhat negative perception
203,GoodMorning Hotels,general,3. Neither positive nor negative perception
207,GoodMorning Hotels,general,I Don´t know the company
208,GoodMorning Hotels,general,2. Somewhat negative perception
209,GoodMorning Hotels,general,3. Neither positive nor negative perception
210,GoodMorning Hotels,general,2. Somewhat negative perception
211,GoodMorning Hotels,general,5. Very positive perception
214,GoodMorning Hotels,general,I Don´t know the company
215,GoodMorning Hotels,general,3. Neither positive nor negative perception
217,GoodMorning Hotels,general,3. Neither positive nor negative perception
226,GoodMorning Hotels,general,I Don´t know the company
227,GoodMorning Hotels,general,I Don´t know the company
230,GoodMorning Hotels,general,I Don´t know the company
231,GoodMorning Hotels,general,3. Neither positive nor negative perception
233,GoodMorning Hotels,general,I Don´t know the company
236,GoodMorning Hotels,general,2. Somewhat negative perception
237,GoodMorning Hotels,general,1. Very negative perception
238,GoodMorning Hotels,general,I Don´t know the company
240,GoodMorning Hotels,general,I Don´t know the company
241,GoodMorning Hotels,general,3. Neither positive nor negative perception
243,GoodMorning Hotels,general,5. Very positive perception
245,GoodMorning Hotels,general,3. Neither positive nor negative perception
246,GoodMorning Hotels,general,3. Neither positive nor negative perception
247,GoodMorning Hotels,general,2. Somewhat negative perception
250,GoodMorning Hotels,general,I Don´t know the company
251,GoodMorning Hotels,general,4. Fairly positive perception
252,GoodMorning Hotels,general,2. Somewhat negative perception
253,GoodMorning Hotels,general,I Don´t know the company
255,GoodMorning Hotels,general,3. Neither positive nor negative perception
256,GoodMorning Hotels,general,3. Neither positive nor negative perception
258,GoodMorning Hotels,general,I Don´t know the company
264,GoodMorning Hotels,general,I Don´t know the company
266,GoodMorning Hotels,general,3. Neither positive nor negative perception
268,GoodMorning Hotels,general,3. Neither positive nor negative perception
270,GoodMorning Hotels,general,4. Fairly positive perception
271,GoodMorning Hotels,general,4. Fairly positive perception
274,GoodMorning Hotels,general,3. Neither positive nor negative perception
279,GoodMorning Hotels,general,3. Neither positive nor negative perception
280,GoodMorning Hotels,general,3. Neither positive nor negative perception
281,GoodMorning Hotels,general,4. Fairly positive perception
282,GoodMorning Hotels,general,3. Neither positive nor negative perception
283,GoodMorning Hotels,general,3. Neither positive nor negative perception
284,GoodMorning Hotels,general,4. Fairly positive perception
286,GoodMorning Hotels,general,3. Neither positive nor negative perception
287,GoodMorning Hotels,general,I Don´t know the company
289,GoodMorning Hotels,general,I Don´t know the company
290,GoodMorning Hotels,general,I Don´t know the company
292,GoodMorning Hotels,general,3. Neither positive nor negative perception
295,GoodMorning Hotels,general,3. Neither positive nor negative perception
297,GoodMorning Hotels,general,3. Neither positive nor negative perception
300,GoodMorning Hotels,general,3. Neither positive nor negative perception
302,GoodMorning Hotels,general,I Don´t know the company
304,GoodMorning Hotels,general,I Don´t know the company
306,GoodMorning Hotels,general,I Don´t know the company
308,GoodMorning Hotels,general,I Don´t know the company
311,GoodMorning Hotels,general,3. Neither positive nor negative perception
314,GoodMorning Hotels,general,2. Somewhat negative perception
315,GoodMorning Hotels,general,1. Very negative perception
319,GoodMorning Hotels,general,I Don´t know the company
320,GoodMorning Hotels,general,I Don´t know the company
323,GoodMorning Hotels,general,I Don´t know the company
329,GoodMorning Hotels,general,3. Neither positive nor negative perception
330,GoodMorning Hotels,general,I Don´t know the company
334,GoodMorning Hotels,general,3. Neither positive nor negative perception
336,GoodMorning Hotels,general,2. Somewhat negative perception
337,GoodMorning Hotels,general,I Don´t know the company
339,GoodMorning Hotels,general,3. Neither positive nor negative perception
341,GoodMorning Hotels,general,I Don´t know the company
342,GoodMorning Hotels,general,I Don´t know the company
346,GoodMorning Hotels,general,4. Fairly positive perception
348,GoodMorning Hotels,general,I Don´t know the company
350,GoodMorning Hotels,general,3. Neither positive nor negative perception
352,GoodMorning Hotels,general,3. Neither positive nor negative perception
353,GoodMorning Hotels,general,I Don´t know the company
359,GoodMorning Hotels,general,3. Neither positive nor negative perception
362,GoodMorning Hotels,general,4. Fairly positive perception
363,GoodMorning Hotels,general,3. Neither positive nor negative perception
364,GoodMorning Hotels,general,3. Neither positive nor negative perception
365,GoodMorning Hotels,general,3. Neither positive nor negative perception
369,GoodMorning Hotels,general,I Don´t know the company
371,GoodMorning Hotels,general,I Don´t know the company
377,GoodMorning Hotels,general,3. Neither positive nor negative perception
378,GoodMorning Hotels,general,3. Neither positive nor negative perception
380,GoodMorning Hotels,general,3. Neither positive nor negative perception
381,GoodMorning Hotels,general,I Don´t know the company
383,GoodMorning Hotels,general,I Don´t know the company
384,GoodMorning Hotels,general,I Don´t know the company
390,GoodMorning Hotels,general,I Don´t know the company
391,GoodMorning Hotels,general,I Don´t know the company
393,GoodMorning Hotels,general,I Don´t know the company
395,GoodMorning Hotels,general,3. Neither positive nor negative perception
396,GoodMorning Hotels,general,3. Neither positive nor negative perception
397,GoodMorning Hotels,general,I Don´t know the company
399,GoodMorning Hotels,general,2. Somewhat negative perception
400,GoodMorning Hotels,general,I Don´t know the company
401,GoodMorning Hotels,general,I Don´t know the company
404,GoodMorning Hotels,general,3. Neither positive nor negative perception
405,GoodMorning Hotels,general,3. Neither positive nor negative perception
406,GoodMorning Hotels,general,2. Somewhat negative perception
413,GoodMorning Hotels,general,4. Fairly positive perception
414,GoodMorning Hotels,general,I Don´t know the company
417,GoodMorning Hotels,general,3. Neither positive nor negative perception
420,GoodMorning Hotels,general,3. Neither positive nor negative perception
421,GoodMorning Hotels,general,3. Neither positive nor negative perception
427,GoodMorning Hotels,general,3. Neither positive nor negative perception
429,GoodMorning Hotels,general,3. Neither positive nor negative perception
430,GoodMorning Hotels,general,3. Neither positive nor negative perception
431,GoodMorning Hotels,general,5. Very positive perception
436,GoodMorning Hotels,general,I Don´t know the company
437,GoodMorning Hotels,general,3. Neither positive nor negative perception
438,GoodMorning Hotels,general,3. Neither positive nor negative perception
440,GoodMorning Hotels,general,3. Neither positive nor negative perception
442,GoodMorning Hotels,general,3. Neither positive nor negative perception
446,GoodMorning Hotels,general,3. Neither positive nor negative perception
448,GoodMorning Hotels,general,4. Fairly positive perception
451,GoodMorning Hotels,general,4. Fairly positive perception
453,GoodMorning Hotels,general,3. Neither positive nor negative perception
455,GoodMorning Hotels,general,I Don´t know the company
457,GoodMorning Hotels,general,3. Neither positive nor negative perception
461,GoodMorning Hotels,general,4. Fairly positive perception
462,GoodMorning Hotels,general,3. Neither positive nor negative perception
466,GoodMorning Hotels,general,3. Neither positive nor negative perception
467,GoodMorning Hotels,general,I Don´t know the company
468,GoodMorning Hotels,general,3. Neither positive nor negative perception
470,GoodMorning Hotels,general,4. Fairly positive perception
471,GoodMorning Hotels,general,2. Somewhat negative perception
473,GoodMorning Hotels,general,2. Somewhat negative perception
475,GoodMorning Hotels,general,2. Somewhat negative perception
477,GoodMorning Hotels,general,I Don´t know the company
479,GoodMorning Hotels,general,I Don´t know the company
482,GoodMorning Hotels,general,I Don´t know the company
483,GoodMorning Hotels,general,3. Neither positive nor negative perception
484,GoodMorning Hotels,general,2. Somewhat negative perception
489,GoodMorning Hotels,general,3. Neither positive nor negative perception
491,GoodMorning Hotels,general,3. Neither positive nor negative perception
495,GoodMorning Hotels,general,3. Neither positive nor negative perception
496,GoodMorning Hotels,general,I Don´t know the company
497,GoodMorning Hotels,general,2. Somewhat negative perception
499,GoodMorning Hotels,general,3. Neither positive nor negative perception
501,GoodMorning Hotels,general,I Don´t know the company
502,GoodMorning Hotels,general,3. Neither positive nor negative perception
505,GoodMorning Hotels,general,I Don´t know the company
506,GoodMorning Hotels,general,I Don´t know the company
509,GoodMorning Hotels,general,4. Fairly positive perception
510,GoodMorning Hotels,general,2. Somewhat negative perception
511,GoodMorning Hotels,general,I Don´t know the company
512,GoodMorning Hotels,general,3. Neither positive nor negative perception
514,GoodMorning Hotels,general,3. Neither positive nor negative perception
515,GoodMorning Hotels,general,I Don´t know the company
516,GoodMorning Hotels,general,4. Fairly positive perception
521,GoodMorning Hotels,general,3. Neither positive nor negative perception
522,GoodMorning Hotels,general,3. Neither positive nor negative perception
523,GoodMorning Hotels,general,3. Neither positive nor negative perception
527,GoodMorning Hotels,general,4. Fairly positive perception
530,GoodMorning Hotels,general,I Don´t know the company
536,GoodMorning Hotels,general,I Don´t know the company
537,GoodMorning Hotels,general,3. Neither positive nor negative perception
539,GoodMorning Hotels,general,I Don´t know the company
540,GoodMorning Hotels,general,3. Neither positive nor negative perception
542,GoodMorning Hotels,general,I Don´t know the company
543,GoodMorning Hotels,general,I Don´t know the company
545,GoodMorning Hotels,general,4. Fairly positive perception
547,GoodMorning Hotels,general,3. Neither positive nor negative perception
550,GoodMorning Hotels,general,I Don´t know the company
551,GoodMorning Hotels,general,3. Neither positive nor negative perception
552,GoodMorning Hotels,general,3. Neither positive nor negative perception
554,GoodMorning Hotels,general,4. Fairly positive perception
556,GoodMorning Hotels,general,3. Neither positive nor negative perception
558,GoodMorning Hotels,general,4. Fairly positive perception
560,GoodMorning Hotels,general,3. Neither positive nor negative perception
561,GoodMorning Hotels,general,3. Neither positive nor negative perception
563,GoodMorning Hotels,general,I Don´t know the company
564,GoodMorning Hotels,general,I Don´t know the company
565,GoodMorning Hotels,general,4. Fairly positive perception
567,GoodMorning Hotels,general,I Don´t know the company
570,GoodMorning Hotels,general,2. Somewhat negative perception
571,GoodMorning Hotels,general,I Don´t know the company
572,GoodMorning Hotels,general,I Don´t know the company
573,GoodMorning Hotels,general,I Don´t know the company
577,GoodMorning Hotels,general,3. Neither positive nor negative perception
583,GoodMorning Hotels,general,3. Neither positive nor negative perception
585,GoodMorning Hotels,general,I Don´t know the company
586,GoodMorning Hotels,general,4. Fairly positive perception
588,GoodMorning Hotels,general,3. Neither positive nor negative perception
591,GoodMorning Hotels,general,4. Fairly positive perception
593,GoodMorning Hotels,general,3. Neither positive nor negative perception
594,GoodMorning Hotels,general,3. Neither positive nor negative perception
595,GoodMorning Hotels,general,4. Fairly positive perception
